"","pool","prevalence","above.llod","limit","pos1","pos_null","total.tests","total.tests_null","tests.per.sample","tests.per.sample_null","tn1","tp1","fn1","fp1","ppa","ppa_null","tn_null","tp_null","fn_null","fp_null","est","lwr.ci","upr.ci"
"360",12,0.15,0.3,35,6.875,1.8,10.5323183333333,9.80197473013011,0.877693194444444,0.816831227510843,0.204166666666667,0.794359861111111,0.00147347222222222,0,0.998148516579407,0.855133600032282,0.142241757136172,0.73349789417751,0.124260348686318,0,0.998148516579407,0.997093718681308,0.998893217275759
"361",13,0.001,0.05,35,0.061,0.013,1.1169896,1.15829957056551,0.085922276923077,0.089099966966578,0.991,0.00899919999999999,8e-07,0,0.999911111111111,0.942317072694926,0.987077714713715,0.0121768900435011,0.000745395242784227,0,0.999911111111111,0.999462361334712,0.999998485752978
"362",13,0.001,0.1,35,0.063,0.013,1.0909961,1.15045912882564,0.083922776923077,0.0884968560635105,0.993,0.0069997,3e-07,0,0.999957142857143,0.895644917599601,0.987077714713715,0.0115737791404335,0.00134850614585176,0,0.999957142857143,0.999546087952469,0.999999986217681
"363",13,0.001,0.15,35,0.111,0.013,1.1819636,1.14358076470304,0.0909202769230769,0.087967751131003,0.986,0.0139972,2.8e-06,0,0.9998,0.85469976581062,0.987077714713715,0.0110446742079261,0.00187761107835923,0,0.9998,0.999277719942276,0.99997577815436
"364",13,0.001,0.2,35,0.09,0.013,1.1688986,1.13479739154836,0.0899152769230769,0.0872921070421812,0.987,0.0129922,7.8e-06,0,0.9994,0.80241457988156,0.987077714713715,0.0103690301191043,0.00255325516718101,0,0.9994,0.998694513516989,0.999779779761342
"365",13,0.001,0.25,35,0.108,0.013,1.1948401,1.1260288823944,0.0919107769230769,0.0866176063380306,0.985,0.0149877,1.23e-05,0,0.99918,0.750217875567464,0.987077714713715,0.00969452941495364,0.00322775587133165,0,0.99918,0.998397735208394,0.999641484648699
"366",13,0.001,0.3,35,0.08,0.013,1.1297699,1.11669557481825,0.0869053769230769,0.0858996596014042,0.99,0.00998229999999999,1.77e-05,0,0.99823,0.694659069928933,0.987077714713715,0.00897658267832727,0.00394570260795802,0,0.99823,0.997193489344667,0.998955893915007
"367",13,0.01,0.05,35,0.884884884884885,0.13,2.50941711711711,2.49966181169276,0.193032085932086,0.19228167782252,0.883883883883883,0.116109009009009,7.1071071071071e-06,0,0.999938793103448,0.941864503803546,0.877521022998968,0.115358600899443,0.0071203761015891,0,0.999938793103448,0.999511976787766,0.999999798480001
"368",13,0.01,0.1,35,0.906,0.13,2.5598323,2.42977153784711,0.196910176923077,0.186905502911316,0.88,0.1199871,1.29e-05,0,0.9998925,0.897969828628734,0.877521022998968,0.109982425988239,0.0124965510127927,0,0.9998925,0.99943001463131,0.999996609040072
"369",13,0.01,0.15,35,1.09519038076152,0.13,2.77108456913827,2.35294423034576,0.213160351472175,0.180995710026597,0.863727454909819,0.136237274549098,3.52705410821643e-05,0,0.999741176470588,0.849718340663825,0.877521022998968,0.10407263310352,0.0184063438975123,0,0.999741176470588,0.999186022583815,0.999955047290902
"370",13,0.01,0.2,35,1.16616616616617,0.13,2.98995515515515,2.28820092956191,0.22999655039655,0.176015456120147,0.846846846846846,0.153073473473473,7.96796796796796e-05,0,0.999479738562092,0.809056228451641,0.877521022998968,0.0990923791970703,0.0233865978039618,0,0.999479738562092,0.998805125468557,0.999826230422066
"371",13,0.01,0.25,35,0.81563126252505,0.13,2.39312324649299,2.19307267475832,0.184086403576384,0.168697898058332,0.892785571142284,0.107163326653307,5.11022044088176e-05,0,0.999523364485981,0.749310807310892,0.877521022998968,0.0917748211352555,0.0307041558657766,0,0.999523364485981,0.998866520651616,0.99985055339036
"372",13,0.01,0.3,35,0.967935871743486,0.13,2.66400130260521,2.12226997185095,0.204923177123478,0.163251536296227,0.871743486973947,0.128000100200401,0.000256412825651302,0,0.99800078125,0.704843079906055,0.877521022998968,0.0863284593731504,0.0361505176278817,0,0.99800078125,0.996913792372465,0.998778543138114
"373",13,0.05,0.05,35,3.81378600823045,0.65,6.95103220164609,7.04691658120389,0.534694784742007,0.542070506246453,0.542181069958848,0.45777170781893,4.72222222222222e-05,0,0.999896853932584,0.955799573667528,0.513342083279505,0.465147429323376,0.0215104873971186,0,0.999896853932584,0.999437517759169,0.999997124780769
"374",13,0.05,0.1,35,3.7781217750258,0.65,6.91522270381837,6.80078654831598,0.531940207986028,0.523137426793537,0.544891640866873,0.455017131062951,9.12280701754386e-05,0,0.999799546485261,0.916895286277109,0.513342083279505,0.446214349870459,0.0404435668500349,0,0.999799546485261,0.99927700028257,0.999975636741098
"375",13,0.05,0.15,35,3.77018633540373,0.65,6.90654327122154,6.57661143565336,0.531272559324734,0.505893187357951,0.545548654244307,0.454349482401657,0.000101863354037267,0,0.999775854214123,0.881461280493761,0.513342083279505,0.428970110434873,0.0576878062856211,0,0.999775854214123,0.999239694437499,0.999967825696051
"376",13,0.05,0.2,35,3.96165803108809,0.65,7.2348296373057,6.37454292434974,0.556525356715823,0.490349455719211,0.52020725388601,0.479602279792746,0.000190466321243523,0,0.999603023758099,0.849521531637961,0.513342083279505,0.413426378796134,0.0732315379243606,0,0.999603023758099,0.998980539278367,0.999892531059017
"377",13,0.05,0.25,35,4.00625,0.65,7.24936135416666,6.09171672785503,0.557643181089743,0.468593594450387,0.518749999999999,0.480720104166666,0.000529895833333333,0,0.998898917748918,0.804816903353204,0.513342083279505,0.39167051752731,0.0949873991931844,0,0.998898917748918,0.99803126041975,0.999449999056179
