"","pool","prevalence","above.llod","limit","tau","tau_relative_var","mode","mode_prev","pos1","n_eff","prevalence_corr","pos_corr","pos_null","total.tests","total.tests_corr","total.tests_null","tests.per.sample","tests.per.sample_corr","tests.per.sample_null","tn1","tp1","fn1","fp1","ppa","ppa_corr","tn_corr","tp_corr","fn_corr","fp_corr","ppa_null","tn_null","tp_null","fn_null","fp_null"
"1",6,0.001,0.15,35,0.15,1,"none","none",1.68782550920535,5.0458078004816,0.9946,0.989199170785334,0.970273569994883,6.46433227678731,6.26029804041879,6.17199509103552,1.07738871279788,1.04338300673646,1.02866584850592,0.0355282804540876,0.910722046131218,0.0537496734146943,0,0.944270347875,0.890632005176703,0.0158950681938512,0.876716340069798,0.10738859173635,0,0.890632005176703,0.0321488821095847,0.861999181839254,0.105851936051161,0
"2",6,0.001,0.15,35,0.3,1,"none","none",2.42694170044773,3.26419517798393,0.9934,1.49239972445443,0.970273569994883,6.66778488388923,6.54187651730663,6.12680709156541,1.1112974806482,1.09031275288444,1.0211345152609,0.0292233198209064,0.944630813981538,0.026145866197556,0,0.973067064,0.88285050541315,0.00996476606439669,0.923646086217771,0.0663891477178322,0,0.88285050541315,0.0321488821095847,0.854467848594235,0.11338326929618,0
"3",6,0.001,0.15,35,0.45,1,"none","none",3.12560107713022,2.79156777570833,0.995,1.02798234633872,0.970273569994883,6.71244382537507,6.32435700839771,6.14418779195981,1.11874063756251,1.05405950139962,1.02403129865997,0.0382765916522408,0.952073970895845,0.00964943745191383,0,0.9899665149375,0.885843510582562,0.000196219381439857,0.887392834732951,0.112410945885609,0,0.885843510582562,0.0321488821095847,0.857364631993302,0.110486485897113,0
"4",6,0.01,0.15,35,0.15,1,"none","none",1.79897459653332,4.67005407680427,0.945112666879226,1.09578498395098,1.02200466962935,6.62588719163035,6.30249688003313,6.26916719627697,1.10431453193839,1.05041614667219,1.04486119937949,0.00343200872916873,0.937647865271726,0.0589201259991056,0,0.940876963222579,0.881020249837525,0.00217028453835438,0.88374948000552,0.114080235456125,0,0.881020249837525,0.00320732369683719,0.878194532712827,0.118598143590335,0
"5",6,0.01,0.15,35,0.3,1,"none","none",2.52720450846725,3.60163200045676,0.937055956547238,1.57403242877683,1.02200466962935,6.82446989522395,6.60734971516321,6.29709868457445,1.13741164920399,1.1012249525272,1.04951644742908,0.0029685866160704,0.970744982537326,0.0262864308466037,0,0.97363530326754,0.885690476816766,0.00093328821872499,0.934558285860534,0.0645084259207408,0,0.885690476816766,0.00320732369683719,0.882849780762408,0.113942895540755,0
"6",6,0.01,0.15,35,0.45,1,"none","none",3.26158905447592,2.68755732169959,0.946603256076942,1.26109756271525,1.02200466962935,6.91467940439218,6.40251931318545,6.29377333977805,1.1524465673987,1.06708655219758,1.04896222329634,0.00353302024919147,0.98577990073203,0.0106870790187788,0,0.989275029443071,0.885134469388231,0.000166542786653981,0.90041988553091,0.0994135716824363,0,0.885134469388231,0.00320732369683719,0.882295556629675,0.114497119673488,0
"7",6,0.05,0.15,35,0.15,1,"none","none",1.91207463512183,4.6497296203221,0.734496711878083,1.44376804517314,1.13184001586049,6.67639080238873,6.48023355698465,6.37184208663914,1.11273180039812,1.08003892616411,1.06197368110652,0.000552980382877997,0.946065133731455,0.0533818858856674,0,0.946588578646102,0.895803890830305,0.00030581787284216,0.913372259497442,0.0863219226297166,0,0.895803890830305,0.000554670944762609,0.895307014439856,0.104138314615381,0
"8",6,0.05,0.15,35,0.3,1,"none","none",2.68379556864128,3.4941488780188,0.734514295763772,1.89369065130496,1.13184001586049,6.84967296460394,6.66282591947609,6.35929493287553,1.14161216076732,1.11047098657935,1.05988248881259,0.000553030220043755,0.974945494100657,0.0245014756792995,0,0.975484966766477,0.893711537969033,0.000150481649560841,0.943804319912682,0.0560451984377577,0,0.893711537969033,0.000554670944762609,0.893215822145922,0.106229506909315,0
"9",6,0.05,0.15,35,0.45,1,"none","none",3.46864663550529,2.76456631003108,0.746508678534964,2.01635405647812,1.13184001586049,6.942859073669,6.67477764975606,6.3950737783902,1.15714317894483,1.11246294162601,1.0658456297317,0.000588634950596336,0.990476512278167,0.00893485277123679,0,0.991059884764473,0.899677988304789,8.81323701651703e-05,0.945796274959343,0.0541155926704921,0,0.899677988304789,0.000554670944762609,0.899178963065034,0.100266365990204,0
"10",6,0.1,0.15,35,0.15,1,"none","none",2.13075422434781,4.43882230544192,0.553261222645026,1.84289647250264,1.28023136149984,6.71706036318206,6.6785407701809,6.44927928545488,1.11951006053034,1.11309012836348,1.07487988090915,0.000247627583699008,0.952843393863677,0.0469089785526245,0,0.953079402613219,0.908419233863825,8.09162906489638e-05,0.946423461696817,0.0534956220125343,0,0.908419233863825,0.000226789144995612,0.908213214242479,0.0915599966125249,0
