"","pool","prevalence","above.llod","limit","tau","tau_relative_var","mode","mode_prev","pos1","n_eff","prevalence_corr","pos_corr","pos_null","total.tests","total.tests_corr","total.tests_null","tests.per.sample","tests.per.sample_corr","tests.per.sample_null","tn1","tp1","fn1","fp1","ppa","ppa_corr","tn_corr","tp_corr","fn_corr","fp_corr","ppa_null","tn_null","tp_null","fn_null","fp_null"
"1",21,0.001,0.15,35,0.15,1,"none","none",4.02854462866034,6.99105680668499,0.981800753704815,1.17655703305071,1.00061152752366,21.4855093229322,18.5213317260062,18.093551127342,1.0231194915682,0.881968177428868,0.86159767273057,0.0106742961325123,0.975500443949152,0.013825259918336,0,0.986025572908608,0.821645812928961,0.000182637538878272,0.834349129809821,0.165468232651301,0,0.821645812928961,0.00933149989544249,0.813978625111523,0.176689874993034,0
"2",21,0.001,0.15,35,0.3,1,"none","none",6.97804822758681,3.17449353748874,0.980400000188509,2.20674509317818,1.00061152752366,21.7712650837555,20.5693610700131,18.2462140738185,1.03672690875026,0.979493384286338,0.868867336848502,0.00990499138741142,0.989107861131215,0.000987147481373463,0,0.999002977014543,0.828983952899258,6.36422536620168e-05,0.931874336667293,0.0680620210790451,0,0.828983952899258,0.00933149989544249,0.821248289229455,0.169420210875103,0
"3",21,0.001,0.15,35,0.45,1,"none","none",9.90095008708794,2.54167818540283,0.9804,2.86955529294458,1.00061152752366,21.78847579557,20.9178677887631,18.2090559795325,1.03754646645572,0.99608894232205,0.867097903787261,0.00990499129120513,0.989927418836668,0.000167589872126681,0,0.999830733545112,0.827197852845552,4.69598287788617e-05,0.948469894703001,0.05148314546822,0,0.827197852845552,0.00933149989544249,0.819478856168213,0.171189643936344,0
"4",21,0.01,0.15,35,0.15,1,"none","none",4.38549585377546,6.40961720415387,0.826227786393583,2.29078813361152,1.10274380992961,21.7184727294776,20.0403211192857,18.579013032999,1.03421298711798,0.954301005680272,0.884714906333285,0.000950028579658631,0.986593939498934,0.0124560319214079,0,0.987532123239342,0.837808332831006,9.87223071832335e-05,0.906681958061224,0.093219319631593,0,0.837808332831006,0.000850402280389041,0.837095858714238,0.162053739005373,0
"5",21,0.01,0.15,35,0.3,1,"none","none",7.42951852112146,3.42798919959217,0.810600012159481,4.0190590152547,1.10274380992961,21.9606725378713,21.0765848100508,18.6793982251203,1.04574631132721,1.0036468957167,0.889495153577155,0.000855234225218732,0.99812726370816,0.00101750206662096,0,0.998981626985923,0.842592648667974,4.0488894802306e-05,0.956027848097658,0.04393166300754,0,0.842592648667974,0.000850402280389041,0.841876105958108,0.157273491761503,0
"6",21,0.01,0.15,35,0.45,1,"none","none",10.4813950419546,2.44260761715997,0.806800000000913,5.33568455989592,1.10274380992961,21.977004365773,21.3090413629163,18.6104613223703,1.04652401741776,1.01471625537697,0.886212443922394,0.000834499715977094,0.998904969798716,0.000260530485307061,0,0.999739251920495,0.839307145013412,2.94270766831446e-05,0.967097207757918,0.032873365165399,0,0.839307145013412,0.000850402280389041,0.838593396303346,0.160556201416265,0
"7",21,0.05,0.15,35,0.15,1,"none","none",5.90598211562545,5.97166319798027,0.344937252754791,4.84207609865413,1.59209958086882,21.8352670016641,21.4875202750735,19.6590475164363,1.03977461912686,1.02321525119397,0.9361451198303,0.000105303173235831,0.992155571507813,0.00773912531895158,0,0.992260059640768,0.888617846635129,2.08457267476988e-05,0.975596203574927,0.0243829506983251,0,0.888617846635129,0.000103277718566345,0.888526072211251,0.111370650070182,0
"8",21,0.05,0.15,35,0.3,1,"none","none",9.52115791649925,3.84611165040718,0.315000062987595,7.70714123035782,1.59209958086882,21.9855186260369,21.7476044601563,19.5668743224499,1.04692945838271,1.0356002123884,0.931755920116662,9.19623719115603e-05,0.999310410763664,0.000597626864424823,0,0.999402318171337,0.884228193568137,1.02314476885315e-05,0.987981164769349,0.0120086037829628,0,0.884228193568137,0.000103277718566345,0.884136872497613,0.115759849783821,0
"9",21,0.05,0.15,35,0.45,1,"none","none",12.756053114155,2.69827565589742,0.343800000005055,9.9879095545896,1.59209958086882,21.9940228528617,21.8432570141091,19.7252316881378,1.04733442156484,1.04015509590996,0.939296747054181,0.000104774147715854,0.999715373945795,0.000179851906489374,0,0.999820129247706,0.891769799385499,6.7230680178674e-06,0.992536048290909,0.00745722864107291,0,0.891769799385499,0.000103277718566345,0.891677699435132,0.108219022846302,0
"10",21,0.1,0.15,35,0.15,1,"none","none",7.85042116981021,5.86752847427252,0.113061177052187,7.59940330031048,2.35795326129814,21.9037289188112,21.8296564730498,20.6820305968498,1.04303471041958,1.03950745109761,0.984858599849991,2.54940457538228e-05,0.995415662800533,0.00455884315371358,0,0.995441040619967,0.937262582545564,5.08753343268777e-06,0.991888403478563,0.00810650898800488,0,0.937262582545564,2.45718916448186e-05,0.937239552230943,0.0627358758774117,0
"11",21,0.1,0.15,35,0.3,1,"none","none",11.9749936289145,4.46081987706852,0.107600028564381,12.122626974326,2.35795326129814,21.9892123516268,21.960022598202,20.6111345595463,1.04710535007747,1.04571536181914,0.981482598073634,2.41141724165783e-05,0.999486302458418,0.000489583369165567,0,0.999510404824652,0.933886497812419,1.21937057791982e-06,0.998096314200096,0.00190246642932642,0,0.933886497812419,2.45718916448186e-05,0.933863550454586,0.0661118776537694,0
"12",21,0.1,0.15,35,0.45,1,"none","none",15.1052835838497,3.13654524906093,0.10880000000219,14.4596938116348,2.35795326129814,21.9961122365337,21.9795648435706,20.6563972055591,1.04743391602541,1.04664594493193,0.983637962169483,2.44159209044575e-05,0.999814868406364,0.000160715672731065,0,0.999839280403152,0.936041914870942,7.04421131941202e-07,0.999026897312888,0.000972398265980589,0,0.936041914870942,2.45718916448186e-05,0.936018914550435,0.06395651355792,0
"13",22,0.001,0.15,35,0.15,1,"none","none",4.14409137872864,6.63167428192171,0.978000271221903,1.17241572859155,1.00153970319059,22.5487710423968,19.4843568428539,19.0640874430599,1.02494413829076,0.885652583766087,0.866549429229997,0.00881266755369587,0.979489592836219,0.0116977396100852,0,0.98819825553943,0.828473841574989,0.000183202750076925,0.840198038311539,0.159618758938384,0,0.828473841574989,0.00890668773018774,0.821094883775451,0.169998428494361,0
"14",22,0.001,0.15,35,0.3,1,"none","none",7.2756330551985,3.49682094497133,0.981600000092482,2.26431587632614,1.00153970319059,22.7519874900332,21.4546530663783,18.8695430709559,1.03418124954696,0.975211503017197,0.857706503225266,0.0105569274455716,0.988726704092417,0.00071636846201096,0,0.999275988197925,0.81955144658427,6.28034852187062e-05,0.929756957562651,0.0701802389521304,0,0.81955144658427,0.00890668773018774,0.81225195777072,0.178841354499092,0
"15",22,0.001,0.15,35,0.45,1,"none","none",10.4058000276707,2.56429852053001,0.978800000000004,2.86637464535154,1.00153970319059,22.7953776746351,21.7971972831819,18.7353675826194,1.03615353066523,0.990781694690086,0.851607617391789,0.00914947634484771,0.990698985210687,0.000151538444465248,0,0.999847062255257,0.81339775171218,4.69934076062009e-05,0.945327149235544,0.05462585735685,0,0.81339775171218,0.00890668773018774,0.806153071937243,0.184940240332569,0
