"","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"1",0.85029,0.72293,0.61048,0.5216,0.44397,0.37755,0.32322,0.27153,0.23429,0.19785,0.16723,0.14355,0.12154,0.10216,0.08602,0.07405,0.06225,0.0537,0.04451
"2",0.14971,0.25512,0.32887,0.36811,0.39311,0.39859,0.39584,0.38567,0.36624,0.34674,0.32548,0.30112,0.27772,0.25477,0.23165,0.20784,0.18905,0.17169,0.15291
"3",0,0.02195,0.05761,0.09849,0.13653,0.1766,0.20896,0.23839,0.25935,0.27493,0.28849,0.29202,0.29544,0.29057,0.28425,0.2783,0.27062,0.25436,0.24249
"4",0,0,0.00304,0.01136,0.02443,0.04125,0.06067,0.08326,0.10674,0.13006,0.14949,0.17128,0.18977,0.20615,0.22031,0.23047,0.23412,0.24325,0.244
"5",0,0,0,0.00044,0.00187,0.00565,0.01024,0.01833,0.02805,0.04044,0.05364,0.06887,0.08227,0.10011,0.11612,0.13048,0.14529,0.15754,0.17231
"6",0,0,0,0,9e-05,0.00036,0.00099,0.00264,0.0048,0.00866,0.01304,0.01852,0.02605,0.03499,0.04417,0.0557,0.06684,0.07852,0.09017
"7",0,0,0,0,0,0,7e-05,0.00015,0.00052,0.00121,0.00227,0.00396,0.00591,0.00902,0.01367,0.01823,0.02352,0.02921,0.03686
"8",0,0,0,0,0,0,1e-05,3e-05,1e-05,1e-04,0.00035,0.00063,0.00113,0.00191,0.00318,0.00389,0.00643,0.00926,0.01282
"9",0,0,0,0,0,0,0,0,0,1e-05,1e-05,5e-05,0.00015,0.00026,0.00053,0.00094,0.00155,0.00201,0.0032
"10",0,0,0,0,0,0,0,0,0,0,0,0,2e-05,6e-05,1e-04,8e-05,0.00029,0.00039,6e-04
"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-05,3e-05,5e-05,1e-04
"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,2e-05,2e-05
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
