"","pool","prevalence","above.llod","limit","tau","pos1","pos_null","total.tests","total.tests_null","tests.per.sample","tests.per.sample_null","tn1","tp1","fn1","fp1","ppa","ppa_null","tn_null","tp_null","fn_null","fp_null","est","lwr.ci","upr.ci"
"1",1,0.001,0.15,35,0.1,0.909173561232839,0.909173561232839,1.85807800709155,1.85807800709155,1.85807800709155,1.85807800709155,0.0908264387671606,0.858078007091554,0.0510955541412856,0,0.9438,0.9438,0.0908264387671606,0.858078007091554,0.0510955541412856,0,0.9438,0.939105221598712,0.948234164301968
"2",1,0.001,0.15,35,0.2,0.909173561232839,0.909173561232839,1.86244204018547,1.86244204018547,1.86244204018547,1.86244204018547,0.0908264387671606,0.862442040185471,0.0467315210473679,0,0.9486,0.9486,0.0908264387671606,0.862442040185471,0.0467315210473679,0,0.9486,0.944089741905598,0.952846663319439
"3",1,0.001,0.15,35,0.3,0.909173561232839,0.909173561232839,1.8598054368579,1.8598054368579,1.8598054368579,1.8598054368579,0.0908264387671606,0.859805436857896,0.0493681243749432,0,0.9457,0.9457,0.0908264387671606,0.859805436857896,0.0493681243749432,0,0.9457,0.94107709268409,0.950061116384452
"4",1,0.001,0.15,35,0.4,0.909173561232839,0.909173561232839,1.85689608146195,1.85689608146195,1.85689608146195,1.85689608146195,0.0908264387671606,0.856896081461951,0.0522774797708883,0,0.9425,0.9425,0.0908264387671606,0.856896081461951,0.0522774797708883,0,0.9425,0.937756883506078,0.946983305517112
"5",1,0.001,0.15,35,0.5,0.909173561232839,0.909173561232839,1.86044185835076,1.86044185835076,1.86044185835076,1.86044185835076,0.0908264387671606,0.860441858350759,0.0487317028820802,0,0.9464,0.9464,0.0908264387671606,0.860441858350759,0.0487317028820802,0,0.9464,0.941803949934389,0.950733824600987
"6",1,0.01,0.15,35,0.1,0.990197049212793,0.990197049212793,1.93187444301416,1.93187444301416,1.93187444301416,1.93187444301416,0.00980295078720666,0.93187444301416,0.0583226061986335,0,0.9411,0.9411,0.00980295078720665,0.93187444301416,0.0583226061986335,0,0.9411,0.936305559085615,0.945635493072328
"7",1,0.01,0.15,35,0.2,0.990197049212793,0.990197049212793,1.93821170412912,1.93821170412912,1.93821170412912,1.93821170412912,0.00980295078720666,0.938211704129122,0.0519853450836717,0,0.9475,0.9475,0.00980295078720665,0.938211704129122,0.0519853450836716,0,0.9475,0.942946579316724,0.951790511272238
"8",1,0.01,0.15,35,0.3,0.990197049212793,0.990197049212793,1.93444895534211,1.93444895534211,1.93444895534211,1.93444895534211,0.00980295078720666,0.934448955342113,0.0557480938706803,0,0.9437,0.9437,0.00980295078720665,0.934448955342113,0.0557480938706803,0,0.9437,0.939001479547274,0.948137968190262
"9",1,0.01,0.15,35,0.4,0.990197049212793,0.990197049212793,1.93335973858798,1.93335973858798,1.93335973858798,1.93335973858798,0.00980295078720666,0.933359738587979,0.0568373106248143,0,0.9426,0.9426,0.00980295078720665,0.933359738587979,0.0568373106248143,0,0.9426,0.93786057829878,0.947079549003037
"10",1,0.01,0.15,35,0.5,0.990197049212793,0.990197049212793,1.93524111298148,1.93524111298148,1.93524111298148,1.93524111298148,0.00980295078720666,0.935241112981483,0.05495593623131,0,0.9445,0.9445,0.00980295078720665,0.935241112981483,0.05495593623131,0,0.9445,0.93983152858797,0.948907424175086
"11",1,0.03,0.15,35,0.1,0.996777087417351,0.996777087417351,1.94295112469681,1.94295112469681,1.94295112469681,1.94295112469681,0.00322291258264943,0.942951124696814,0.0538259627205369,0,0.946,0.946,0.00322291258264943,0.942951124696814,0.0538259627205369,0,0.946,0.941388577507037,0.950349445398655
"12",1,0.03,0.15,35,0.2,0.996777087417351,0.996777087417351,1.9388643386384,1.9388643386384,1.9388643386384,1.9388643386384,0.00322291258264943,0.938864338638402,0.0579127487789481,0,0.9419,0.9419,0.00322291258264943,0.938864338638402,0.0579127487789481,0,0.9419,0.937134795805509,0.946405763350839
"13",1,0.03,0.15,35,0.3,0.996777087417351,0.996777087417351,1.9407582151045,1.9407582151045,1.9407582151045,1.9407582151045,0.00322291258264943,0.940758215104495,0.0560188723128551,0,0.9438,0.9438,0.00322291258264943,0.940758215104495,0.0560188723128551,0,0.9438,0.939105221598712,0.948234164301968
"14",1,0.03,0.15,35,0.4,0.996777087417351,0.996777087417351,1.93936272718211,1.93936272718211,1.93936272718211,1.93936272718211,0.00322291258264943,0.939362727182111,0.0574143602352394,0,0.9424,0.9424,0.00322291258264943,0.939362727182111,0.0574143602352394,0,0.9424,0.937653192588865,0.946887058146341
"15",1,0.03,0.15,35,0.5,0.996777087417351,0.996777087417351,1.94045918197827,1.94045918197827,1.94045918197827,1.94045918197827,0.00322291258264943,0.94045918197827,0.0563179054390803,0,0.9435,0.9435,0.00322291258264943,0.94045918197827,0.0563179054390803,0,0.9435,0.938794007411167,0.947945563970555
"16",1,0.05,0.15,35,0.1,0.998103603154007,0.998103603154007,1.94111188741391,1.94111188741391,1.94111188741391,1.94111188741391,0.00189639684599261,0.941111887413913,0.0569917157400938,0,0.9429,0.9429,0.00189639684599261,0.941111887413913,0.0569917157400938,0,0.9429,0.938171686025021,0.947368256056138
"17",1,0.05,0.15,35,0.2,0.998103603154007,0.998103603154007,1.94131150813454,1.94131150813454,1.94131150813454,1.94131150813454,0.00189639684599261,0.941311508134544,0.056792095019463,0,0.9431,0.9431,0.00189639684599261,0.941311508134544,0.056792095019463,0,0.9431,0.938379110728549,0.947560707824648
"18",1,0.05,0.15,35,0.3,0.998103603154007,0.998103603154007,1.94220980137738,1.94220980137738,1.94220980137738,1.94220980137738,0.00189639684599261,0.942209801377383,0.0558938017766244,0,0.944,0.944,0.00189639684599261,0.942209801377383,0.0558938017766244,0,0.944,0.939312717718403,0.948426544478825
"19",1,0.05,0.15,35,0.4,0.998103603154007,0.998103603154007,1.94031340453139,1.94031340453139,1.94031340453139,1.94031340453139,0.00189639684599261,0.94031340453139,0.057790198622617,0,0.9421,0.9421,0.00189639684599261,0.94031340453139,0.057790198622617,0,0.9421,0.937342142995781,0.946598292819741
"20",1,0.05,0.15,35,0.5,0.998103603154007,0.998103603154007,1.94550354326779,1.94550354326779,1.94550354326779,1.94550354326779,0.00189639684599261,0.945503543267791,0.0526000598862162,0,0.9473,0.9473,0.00189639684599261,0.945503543267791,0.0526000598862162,0,0.9473,0.942738789321946,0.951598425724203
"21",1,0.1,0.15,35,0.1,0.999100809271655,0.999100809271656,1.94255170346688,1.94255170346688,1.94255170346688,1.94255170346688,0.00089919072834449,0.94255170346688,0.0565491058047757,0,0.9434,0.9434,0.00089919072834449,0.94255170346688,0.0565491058047757,0,0.9434,0.938690277306614,0.947849355882525
"22",1,0.1,0.15,35,0.2,0.999100809271655,0.999100809271656,1.94215206314317,1.94215206314317,1.94215206314317,1.94215206314317,0.00089919072834449,0.942152063143171,0.0569487461284844,0,0.943,0.943,0.00089919072834449,0.942152063143171,0.0569487461284844,0,0.943,0.938275396415086,0.947464483906873
"23",1,0.1,0.15,35,0.3,0.999100809271655,0.999100809271656,1.94075332201019,1.94075332201019,1.94075332201019,1.94075332201019,0.00089919072834449,0.940753322010191,0.0583474872614647,0,0.9416,0.9416,0.00089919072834449,0.940753322010191,0.0583474872614647,0,0.9416,0.936823803642211,0.946116940457077
"24",1,0.1,0.15,35,0.4,0.999100809271655,0.999100809271656,1.93985413128185,1.93985413128185,1.93985413128185,1.93985413128185,0.00089919072834449,0.939854131281846,0.0592466779898092,0,0.9407,0.9407,0.00089919072834449,0.939854131281846,0.0592466779898092,0,0.9407,0.935891030935146,0.945250267510795
"25",1,0.1,0.15,35,0.5,0.999100809271655,0.999100809271656,1.94415026476171,1.94415026476171,1.94415026476171,1.94415026476171,0.00089919072834449,0.944150264761714,0.0549505445099411,0,0.945,0.945,0.00089919072834449,0.944150264761714,0.0549505445099411,0,0.945,0.940350441298996,0.949388201774622
"26",2,0.001,0.15,35,0.1,1.04812268686284,0.957112934171983,2.77660184026102,2.77185828269367,1.38830092013051,1.38592914134683,0.0475510268938905,0.888300920130507,0.0641480529756026,0,0.932649354677339,0.926135876470265,0.0434134300861646,0.885929141346834,0.0706574285670012,0,0.932649354677339,0.927559904230402,0.937485033819722
"27",2,0.001,0.15,35,0.2,1.14331993790166,0.960638996533211,2.78425712863269,2.77158862175604,1.39212856431634,1.38579431087802,0.0475510268938905,0.892128564316344,0.0603204087897652,0,0.936668094047023,0.922642138258741,0.0399372908008101,0.885794310878021,0.0742683983211691,0,0.936668094047023,0.931715909311084,0.941364052375674
"28",2,0.001,0.15,35,0.3,1.23851718894048,0.963650495037363,2.8009553935127,2.78129572757002,1.40047769675635,1.39064786378501,0.0475510268938905,0.900477696756351,0.0519712763497581,0,0.945434057028514,0.924844673726221,0.0369757332368365,0.890647863785011,0.0723764029781523,0,0.945434057028514,0.940801000310998,0.949805487762442
"29",2,0.001,0.15,35,0.4,1.3337144399793,0.966253814817076,2.81677717663536,2.7906568198631,1.40838858831768,1.39532840993155,0.0475510268938905,0.908388588317677,0.0440603847884322,0,0.953739899949975,0.927246429231176,0.0344223696025331,0.895328409931551,0.0702492204659155,0,0.953739899949975,0.949438894816972,0.957774086654072
"30",2,0.001,0.15,35,0.5,1.42891169101812,0.968527905447839,2.82539918880317,2.79246251789698,1.41269959440158,1.39623125894849,0.0475510268938905,0.912699594401582,0.0397493787045274,0,0.958266133066533,0.926048395159271,0.0321982483492713,0.896231258948488,0.0715704927022404,0,0.958266133066533,0.954160897292367,0.962101676732678
"31",2,0.01,0.15,35,0.1,1.09910936138146,1.00104595283739,2.84985966103627,2.8369503809073,1.42492983051814,1.41847519045365,0.004900987648271,0.924929830518137,0.0701691818335924,0,0.929485226130653,0.922585117721882,0.00445479467344999,0.91847519045365,0.0770700148728999,0,0.929485226130653,0.924291254558061,0.934427352120082
"32",2,0.01,0.15,35,0.2,1.19811921286168,1.00191945554677,2.86545681295289,2.83930716073728,1.43272840647645,1.41965358036864,0.004900987648271,0.932728406476445,0.0623706058752846,0,0.937322211055277,0.923423031961449,0.004082041991957,0.919653580368642,0.0762643776394008,0,0.937322211055277,0.932392873595769,0.941994921418477
"33",2,0.01,0.15,35,0.3,1.2971290643419,1.00273677085684,2.87770143129241,2.83700090210517,1.43885071564621,1.41850045105258,0.004900987648271,0.938850715646207,0.0562482967055222,0,0.943474673366834,0.921972578672692,0.00376597710216987,0.918500451052583,0.0777335718452476,0,0.943474673366834,0.938767735692865,0.947921198077186
"34",2,0.01,0.15,35,0.4,1.39613891582212,1.00350991653373,2.89234088791835,2.8399289252063,1.44617044395917,1.41996446260315,0.004900987648271,0.946170443959174,0.0489285683925551,0,0.950830452261307,0.923190628587541,0.00349458268367572,0.919964462603147,0.076540954713177,0,0.950830452261307,0.946409418786177,0.954986496589077
"35",2,0.01,0.15,35,0.5,1.49514876730235,1.00424773785259,2.90546359362757,2.84022690319468,1.45273179681378,1.42011345159734,0.004900987648271,0.952731796813783,0.042367215537946,0,0.957424120603015,0.923121918843354,0.00325901398786228,0.920113451597341,0.0766275344147964,0,0.957424120603015,0.953281572908669,0.961297513670851
"36",2,0.03,0.15,35,0.1,1.11193533003041,1.01526353230504,2.8580015673862,2.84485353472292,1.4290007836931,1.42242676736146,0.00158951679128778,0.929000783693102,0.0694096995156104,0,0.930479796954315,0.923759409584717,0.00144262911904232,0.92242676736146,0.0761306035194974,0,0.930479796954315,0.925318355868818,0.935388787791585
"37",2,0.03,0.15,35,0.2,1.21025595629564,1.0168929725872,2.87055782089057,2.84410188085936,1.43527891044528,1.42205094042968,0.00158951679128778,0.935278910445283,0.0631315727634296,0,0.936767918781726,0.923269268600638,0.00131958055183966,0.922050940429681,0.0766294790184796,0,0.936767918781726,0.931819211350068,0.941460338677578
"38",2,0.03,0.15,35,0.3,1.30857658256086,1.01850841082479,2.88032785029722,2.83901834149706,1.44016392514861,1.41950917074853,0.00158951679128778,0.940163925148609,0.0582465580601036,0,0.941660710659898,0.920627737639387,0.00121500455083565,0.919509170748529,0.079275824700635,0,0.941660710659898,0.936886736011491,0.946175391987474
"39",2,0.03,0.15,35,0.4,1.40689720882608,1.0201137350289,2.89627869944449,2.84043997005028,1.44813934972224,1.42021998502514,0.00158951679128778,0.948139349722244,0.050271133486468,0,0.94964883248731,0.921256428848628,0.00112503293440403,0.920219985025142,0.0786549820404537,0,0.94964883248731,0.945180240682048,0.953853174644167
"40",2,0.03,0.15,35,0.5,1.50521783509131,1.02171182381106,2.9143289473662,2.84688608328785,1.4571644736831,1.42344304164392,0.00158951679128778,0.957164473683099,0.0412460095256131,0,0.958688324873097,0.924410721317344,0.00104680706433276,0.923443041643924,0.0755101512917433,0,0.958688324873096,0.954601959845697,0.962504727748471
"41",2,0.05,0.15,35,0.1,1.12203831837709,1.02728364744236,2.85853812240465,2.84555264552959,1.42926906120232,1.4227763227648,0.000924785006698927,0.929269061202323,0.0698061537909781,0,0.930129230769231,0.923550481943195,0.000838242406379774,0.922776322764798,0.0763854348288225,0,0.930129230769231,0.924956290080151,0.93504993440742
"42",2,0.05,0.15,35,0.2,1.21938410855593,1.02987321182641,2.87731663767641,2.85158834709114,1.4386583188382,1.42579417354557,0.000924785006698927,0.938658318838204,0.0604168961550975,0,0.939527179487179,0.926503426951817,0.000765516225426248,0.925794173545572,0.0734403102290019,0,0.939527179487179,0.93467595337747,0.944120425380577
"43",2,0.05,0.15,35,0.3,1.31672989873476,1.03246437342114,2.89473436127072,2.8585598969409,1.44736718063536,1.42927994847045,0.000924785006698927,0.947367180635361,0.0517080343579405,0,0.948244102564103,0.929934198631022,0.000703544575018696,0.92927994847045,0.0700165069545309,0,0.948244102564103,0.943719820186255,0.952505012071432
"44",2,0.05,0.15,35,0.4,1.4140756889136,1.0350594426875,2.89547623866114,2.8409836363095,1.44773811933057,1.42049181815475,0.000924785006698927,0.947738119330568,0.0513370956627327,0,0.948615384615385,0.921090626618332,0.000650108085219752,0.920491818154747,0.0788580737600325,0,0.948615384615385,0.944105734050659,0.952861430809232
"45",2,0.05,0.15,35,0.5,1.51142147909243,1.03766015961669,2.91623138581979,2.85007348277259,1.4581156929099,1.42503674138629,0.000924785006698927,0.958115692909896,0.0409595220834048,0,0.959002564102564,0.925595392602206,0.000603558769176367,0.925036741386292,0.0743596998445316,0,0.959002564102564,0.954930316285511,0.962804648528223
