"","pool","prevalence","above.llod","limit","pos","total.tests","tests.per.sample","tn","tp","fn","fp","ppa","est","lwr.ci","upr.ci"
"65",2,0.1,0.25,35,0.2,1.379926,0.689963,0.81,0.189963,3.7e-05,0,0.999805263157895,0.999805263157895,0.99928608785521,0.999977395747559
"66",2,0.1,0.3,35,0.2,1.379964,0.689982,0.81,0.189982,1.8e-05,0,0.999905263157895,0.999905263157895,0.999452118437473,0.999997988001384
"67",2,0.15,0.05,35,0.3,1.5548935,0.77744675,0.7225,0.27744675,5.325e-05,0,0.999808108108108,0.999808108108108,0.999290623567344,0.999978251769515
"68",2,0.15,0.1,35,0.3,1.5549955,0.77749775,0.7225,0.27749775,2.25e-06,0,0.999991891891892,0.999991891891892,0.99961434348483,1
"69",2,0.15,0.15,35,0.3,1.5549865,0.77749325,0.7225,0.27749325,6.75e-06,0,0.999975675675676,0.999975675675676,0.999581795580133,0.999999999982579
"70",2,0.15,0.2,35,0.3,1.5548935,0.77744675,0.7225,0.27744675,5.325e-05,0,0.999808108108108,0.999808108108108,0.999290623567344,0.999978251769515
"71",2,0.15,0.25,35,0.3,1.554889,0.7774445,0.7225,0.2774445,5.55e-05,0,0.9998,0.9998,0.999277719942276,0.99997577815436
"72",2,0.15,0.3,35,0.3,1.55494,0.77747,0.7225,0.27747,3e-05,0,0.999891891891892,0.999891891891892,0.999428969634886,0.999996533277679
"73",3,0.001,0.05,35,0.003,1.0089883065985,0.336329435532834,0.997002999,0.0029961021995,8.988005e-07,0,0.999700100033333,0.999700100033333,0.999123675854265,0.999938171639298
"74",3,0.001,0.1,35,0.003,1.0089892056985,0.336329735232834,0.997002999,0.0029964018995,5.991005e-07,0,0.999800099999967,0.999800099999967,0.999277878656482,0.999975809293089
"75",3,0.001,0.15,35,0.003,1.0089901038997,0.336330034633234,0.997002999,0.0029967012999,2.997001e-07,0,0.9999,0.9999,0.999442963002053,0.999997468222407
"76",3,0.001,0.2,35,0.003,1.0089910029997,0.336330334333234,0.997002999,0.0029970009999,1e-13,0,0.999999999966633,0.999999999966633,0.999631180015216,1
"77",3,0.001,0.25,35,0.003,1.0089901039,0.336330034633334,0.997002999,0.0029967013,2.997e-07,0,0.999900000033367,0.999900000033367,0.999442963059912,0.999997468225919
"78",3,0.001,0.3,35,0.003,1.0089910029997,0.336330334333234,0.997002999,0.0029970009999,1e-13,0,0.999999999966633,0.999999999966633,0.999631180015216,1
"79",3,0.01,0.05,35,0.03,1.0890939112,0.363031303733333,0.970299,0.0296979704,3.0296e-06,0,0.999897996700448,0.999897996700448,0.999439493345416,0.999997252368569
"80",3,0.01,0.1,35,0.03,1.0891028215,0.363034273833333,0.970299,0.0297009405,5.95000000000001e-08,0,0.999997996700448,0.999997996700448,0.999626980937,1
"81",3,0.01,0.15,35,0.03,1.0890763585,0.363025452833333,0.970299,0.0296921195,8.8805e-06,0,0.999701003333221,0.999701003333221,0.999125034057963,0.999938560639563
"82",3,0.01,0.2,35,0.03,1.0891029103,0.363034303433333,0.970299,0.0297009701,2.99e-08,0,0.999998993299889,0.999998993299889,0.999629066570874,1
"83",3,0.01,0.25,35,0.03,1.0891029103,0.363034303433333,0.970299,0.0297009701,2.99e-08,0,0.999998993299889,0.999998993299889,0.999629066570874,1
"84",3,0.01,0.3,35,0.03,1.0891029109,0.363034303633333,0.970299,0.0297009703,2.97e-08,0,0.999999000033669,0.999999000033669,0.99962908068545,1
