"","pool","prevalence","above.llod","limit","pos_real","pos_null","total.tests","total.tests_null","tests.per.sample","tests.per.sample_null","tn_real","tp_real","fn_real","fp_real","ppa","ppa_null","tn_null","tp_null","fn_null","fp_null","est","lwr.ci","upr.ci"
"16",2,0.001,0.05,35,0.965754116060134,0.002,2.88412880923593,1.0039024932,1.44206440461797,0.5019512466,0.0348837988426665,0.942064404617967,0.0230517965393667,0,0.976115004067154,0.976111355677839,0.998001,0.0019512466,4.77534e-05,0,0.976115004067154,0.972929999639784,0.979018392844094
"17",2,0.001,0.1,35,0.939153507398959,0.002,2.78000698036647,1.0037898036,1.39000349018324,0.5018949018,0.0610915599359741,0.890003490183236,0.0489049498807896,0,0.94791297234749,0.947924862431216,0.998001,0.0018949018,0.0001040982,0,0.94791297234749,0.943375692801959,0.952187085346371
"18",2,0.001,0.15,35,0.948406184106051,0.002,2.75638236388875,1.003703077,1.37819118194437,0.5018515385,0.0518522323474022,0.878191181944375,0.0699565857082233,0,0.926217633901707,0.926232366183092,0.998001,0.0018515385,0.0001474615,0,0.926217633901707,0.920918786316038,0.931266618650175
"19",2,0.01,0.05,35,0.996812432117954,0.02,2.93834283961321,1.03883752,1.46917141980661,0.51941876,0.00677688981703257,0.969171419806606,0.0240516903763609,0,0.975784201827593,0.975817085427136,0.9801,0.01941876,0.00048124,0,0.975784201827593,0.972579190746478,0.978707832920951
"20",2,0.01,0.1,35,0.998463855116991,0.02,2.89287805550179,1.03788664,1.44643902775089,0.51894332,0.00572562786045467,0.946439027750893,0.0478353443886528,0,0.95188919102308,0.951925628140704,0.9801,0.01894332,0.00095668,0,0.95188919102308,0.947511342938822,0.956001385734101
"21",2,0.01,0.15,35,0.991113912895119,0.02,2.83631239227778,1.03688408,1.41815619613889,0.51844204,0.0088997362057954,0.918156196138892,0.0729440676553123,0,0.926400919947229,0.92673567839196,0.9801,0.01844204,0.00145796,0,0.926400919947229,0.921107875969601,0.931443990019986
"22",2,0.05,0.05,35,1.01628031771688,0.1,2.95231301297033,1.190625,1.47615650648516,0.5953125,0.00125828325090035,0.976156506485162,0.0225852102639381,0,0.97738633534058,0.977564102564103,0.9025,0.0953125,0.0021875,0,0.97738633534058,0.974279642292657,0.98021049840511
"23",2,0.05,0.1,35,1.01436222601764,0.1,2.90043983656281,1.185576,1.45021991828141,0.592788,0.00103496402254619,0.950219918281406,0.0487451176960477,0,0.951204380593409,0.951671794871795,0.9025,0.092788,0.004712,0,0.951204380593409,0.946798536684945,0.955345000941951
"24",2,0.05,0.15,35,1.03291816324542,0.1,2.85952714529133,1.181332,1.42976357264567,0.590666,0.00069361851874176,0.929763572645665,0.0695428088355931,0,0.930408921503623,0.929907692307692,0.9025,0.090666,0.006834,0,0.930408921503623,0.925245152556147,0.935320283311656
"25",2,0.1,0.05,35,1.056586432136,0.2,2.95532605191625,1.371602,1.47766302595812,0.685801,0.000342954916213207,0.977663025958125,0.0219940191256617,0,0.97799843532957,0.9779,0.81,0.185801,0.004199,0,0.97799843532957,0.974930289753961,0.980783605411448
"26",2,0.1,0.1,35,1.03470549435466,0.2,2.9074262140453,1.362906,1.45371310702265,0.681453,0.000565571397548156,0.953713107022653,0.0457213215797986,0,0.954252805115257,0.955015789473684,0.81,0.181453,0.008547,0,0.954252805115257,0.949973411588233,0.958265056382016
"27",2,0.1,0.15,35,1.04576974153307,0.2,2.86190649945671,1.35406,1.43095324972835,0.67703,0.000402950155887878,0.930953249728354,0.0686438001157586,0,0.931328528704178,0.931736842105263,0.81,0.17703,0.01297,0,0.931328528704178,0.926195080330061,0.936209010372744
"28",2,0.15,0.05,35,1.07690896494771,0.3,2.95859006076875,1.543702,1.47929503038437,0.771851,0.000270297325388123,0.979295030384374,0.0204346722902374,0,0.979559802779123,0.979643243243243,0.7225,0.271851,0.005649,0,0.979559802779123,0.976592663205234,0.982242812724513
"29",2,0.15,0.1,35,1.09221937219869,0.3,2.91114796498284,1.530142,1.45557398249142,0.765071,0.000177275543919196,0.955573982491418,0.044248741964663,0,0.955743412424703,0.955210810810811,0.7225,0.265071,0.012429,0,0.955743412424703,0.951527634979001,0.959691103988337
"30",2,0.15,0.15,35,1.10650947558919,0.3,2.85426658872114,1.5135925,1.42713329436057,0.75679625,0.000162928309248595,0.927133294360572,0.0727037773301796,0,0.927284375236022,0.925391891891892,0.7225,0.25679625,0.02070375,0,0.927284375236022,0.922019435210676,0.932298805758614
"31",3,0.001,0.05,35,0.97379102994796,0.003,3.83527424693316,1.0087332085525,1.27842474897772,0.336244402850834,0.0270055495647208,0.945091415644385,0.0279030347908938,0,0.971322513937863,0.971327509567064,0.997002999,0.0029110695175,8.59314825e-05,0,0.971322513937863,0.967860945016352,0.974505806870591
"32",3,0.001,0.1,35,0.982737402745675,0.003,3.76250334818649,1.008433181578,1.25416778272883,0.336144393859334,0.0182567577357165,0.920834449395496,0.0609087928687876,0,0.937958531063267,0.937957820501228,0.997002999,0.002811060526,0.000185940474,0,0.937958531063267,0.933051560239981,0.94260848469259
"33",3,0.001,0.15,35,0.959370279325134,0.003,3.6159306122298,1.0081762403731,1.2053102040766,0.336058746791034,0.0410862690370386,0.871976870743267,0.0869368602196944,0,0.90933818401746,0.909380229669593,0.997002999,0.0027254134577,0.0002715875423,0,0.90933818401746,0.903540692317441,0.914895979968545
"34",3,0.01,0.05,35,1.00423303547416,0.03,3.89897212226696,1.0863854494,1.29965737408899,0.362128483133333,0.00319734913604096,0.966324040755655,0.030478610108304,0,0.969423626550464,0.969501020167671,0.970299,0.0287951498,0.0009058502,0,0.969423626550464,0.965859517430705,0.972710746426446
"35",3,0.01,0.1,35,1.00614189043069,0.03,3.8144034998219,1.0838231998,1.27146783327397,0.361274399933333,0.00270798590106442,0.938134499940633,0.0591575141583024,0,0.940681853136313,0.94074497828356,0.970299,0.0279410666,0.0017599334,0,0.940681853136313,0.935872226382858,0.945232789505789
"36",3,0.01,0.15,35,1.01690166740205,0.03,3.7331979223219,1.0813054987,1.24439930744063,0.360435166233333,0.00235131229968823,0.911065974107299,0.0865827135930132,0,0.913213223592169,0.912488902730548,0.970299,0.0271018329,0.0025991671,0,0.913213223592169,0.907524387774681,0.918660038990618
"37",3,0.05,0.05,35,1.05744255333923,0.15,3.9235588678409,1.4171574625,1.30785295594697,0.472385820833334,0.000596929631885284,0.974519622613634,0.0248834477544809,0,0.975101689706321,0.974951709027169,0.857375,0.1390524875,0.0035725125,0,0.975101689706321,0.971855861772056,0.978066621162637
"38",3,0.05,0.1,35,1.04011548869224,0.15,3.83430105694057,1.4047342,1.27810035231352,0.468244733333333,0.000648658455534757,0.94476701898019,0.0545843225642754,0,0.945380247871667,0.945916914986854,0.857375,0.1349114,0.0077136,0,0.945380247871667,0.940745141186681,0.949753761938346
"39",3,0.05,0.15,35,1.06510557362556,0.15,3.75165948882845,1.3921844125,1.25055316294282,0.464061470833333,0.000479191825149568,0.917219829609485,0.0823009785653658,0,0.917659564571097,0.916586415425066,0.857375,0.1307281375,0.0118968625,0,0.917659564571098,0.912099475502079,0.922974959507061
"40",3,0.1,0.05,35,1.08152472109803,0.3,3.91034908046364,1.7894686,1.30344969348788,0.596489533333333,0.000254684435101628,0.970116360154546,0.0296289554103525,0,0.970363496633529,0.971056088560885,0.729,0.2631562,0.0078438,0,0.970363496633529,0.966849689427098,0.973599679882119
"41",3,0.1,0.1,35,1.07716841533046,0.3,3.83939674443306,1.7708371,1.27979891481102,0.590279033333333,0.000240662410479258,0.946465581477686,0.0532937561118346,0,0.946693414996924,0.948139114391144,0.729,0.2569457,0.0140543,0,0.946693414996924,0.942108684670978,0.951015737556297
