"","pool","prevalence","above.llod","limit","tau","tau_relative_var","mode","mode_prev","pos1","n_eff","prevalence_corr","pos_corr","pos_null","total.tests","total.tests_corr","total.tests_null","tests.per.sample","tests.per.sample_corr","tests.per.sample_null","tn1","tp1","fn1","fp1","ppa","ppa_corr","tn_corr","tp_corr","fn_corr","fp_corr","ppa_null","tn_null","tp_null","fn_null","fp_null"
"1",11,0.001,0.15,35,0.15,1,"none","none",2.4541854512182,6.35288977293607,0.9894,1.50774147374938,0.987168989489134,11.3609816100643,10.9910849270307,10.2185793789739,1.03281651000585,0.999189538820969,0.928961761724896,0.0183258195127192,0.941907419096758,0.0397667613905234,0,0.959490875709103,0.853198720624779,0.00534382209084443,0.908280447911878,0.0863757299972778,0,0.853198720624779,0.0177520774971201,0.838052670815805,0.144195251687075,0
"2",11,0.001,0.15,35,0.3,1,"none","none",3.93728289377592,3.81169155905645,0.9876,1.0957593722167,0.987168989489134,11.7188864702802,10.4053318590552,10.1754579391138,1.06535331548002,0.945939259914111,0.925041630828527,0.0156792765560206,0.974444224570925,0.00987649887305437,0,0.9899661780578,0.84920774155874,0.000190455288035159,0.855030169005018,0.144779375706947,0,0.84920774155874,0.0177520774971201,0.834132539919435,0.148115382583445,0
"3",11,0.001,0.15,35,0.45,1,"none","none",5.39105664710283,2.38017666719719,0.9902,1.59026165912069,0.987168989489134,11.7623765407699,11.0518502129174,10.1906383322691,1.06930695825181,1.00471365571977,0.926421666569915,0.0198078823449396,0.978397867342716,0.00179425031234394,0,0.998169491184405,0.85061271856075,9.70050734196976e-05,0.913804564810677,0.0860984301159035,0,0.85061271856075,0.0177520774971201,0.835512575660823,0.146735346842056,0
"4",11,0.01,0.15,35,0.15,1,"none","none",2.61115472004268,6.02494520341411,0.893044936019942,1.65079619795319,1.04920971557678,11.5669278452712,11.1019346018025,10.4124116703311,1.05153889502465,1.00926678198205,0.94658287912101,0.00166716012115601,0.960629804115562,0.0377030357632817,0,0.962234002271369,0.85713777578508,0.000527796249412709,0.918357691072956,0.081114512677631,0,0.85713777578508,0.0017079956274469,0.855673788211919,0.142618216160635,0
"5",11,0.01,0.15,35,0.3,1,"none","none",4.14523061105856,3.577984879522,0.897005875223028,1.76395557518184,1.04920971557678,11.8864397947654,10.8533760475252,10.3523966111522,1.08058543588776,0.986670549775021,0.941126964650201,0.00173882954361801,0.989676344978673,0.00858482547770941,0,0.991400220972449,0.851672526692718,0.000130116837955829,0.89576145886593,0.104108424296114,0,0.851672526692718,0.0017079956274469,0.85021787374111,0.148074130631444,0
"6",11,0.01,0.15,35,0.45,1,"none","none",5.63545916918155,2.73689354037688,0.898800048975881,2.35307064649298,1.04920971557678,11.961909084473,11.283134963371,10.4196050568853,1.08744628040663,1.02573954212463,0.947236823353207,0.00177313594566314,0.996537189497542,0.00168967455679468,0,0.99830732409872,0.857792838862148,7.34714818296411e-05,0.934830451215542,0.0650960773026283,0,0.857792838862148,0.0017079956274469,0.856327732444116,0.141964271928438,0
"7",11,0.05,0.15,35,0.15,1,"none","none",3.04513445493254,5.58964684159668,0.574413828988495,2.18200379913399,1.27517405808017,11.6320742646941,11.2662049323008,10.6182238747803,1.05746129679037,1.02420044839098,0.965293079525485,0.000269867233774332,0.966552205881278,0.0331779268849482,0,0.966813117062756,0.874614670341739,8.77913296648289e-05,0.933291357481889,0.066620851188446,0,0.874614670341739,0.000263752407965289,0.874383988616394,0.12535225897564,0
"8",11,0.05,0.15,35,0.3,1,"none","none",4.72042020109646,3.66369796667312,0.564063240428275,3.32979462518066,1.27517405808017,11.9188778622948,11.578571800134,10.666225415289,1.08353435111771,1.05259743637582,0.969656855935361,0.000258715190365528,0.992625260208619,0.00711602460101526,0,0.992882133898901,0.878979598011798,4.21473526423805e-05,0.961688345466729,0.0382695071806287,0,0.878979598011798,0.000263752407965289,0.87874776502627,0.120988482565764,0
"9",11,0.05,0.15,35,0.45,1,"none","none",6.22038458672114,2.63819638700347,0.566400549162741,4.37206550142177,1.27517405808017,11.9806972867467,11.6982409265643,10.5891666971796,1.08915429879516,1.06347644786948,0.962651517925417,0.000261186960284012,0.998245207886066,0.00149360515365002,0,0.998506004634242,0.871972411839629,2.82428704930768e-05,0.972567356960393,0.0274044001691137,0,0.871972411839629,0.000263752407965289,0.871742427016327,0.127993820575708,0
"10",11,0.1,0.15,35,0.15,1,"none","none",3.66216918639084,5.00957824359609,0.326409279554996,3.58911482508619,1.60290933049407,11.7365389403758,11.714419815069,10.9640790577118,1.06695808548871,1.06494725591536,0.99673445979198,9.69068125096859e-05,0.976048994579622,0.0238540986078679,0,0.976143589543437,0.905908219943352,2.42675900731043e-05,0.974038165006272,0.0259375674036549,0,0.905908219943352,9.14563513601032e-05,0.905825368882889,0.0940831747657509,0
