"","pool","pos","prevalence","prob_sim_real"
"777",17,16,0.001,0
"778",17,17,0.001,0
"779",17,0,0.01,0.712014018642467
"780",17,1,0.01,0.160469910379837
"781",17,2,0.01,0.0681270899115453
"782",17,3,0.01,0.0410958433818722
"783",17,4,0.01,0.0144113126453998
"784",17,5,0.01,0.00333837614473558
"785",17,6,0.01,0.000499153181359612
"786",17,7,0.01,4.24776051686822e-05
"787",17,8,0.01,1.81810761422375e-06
"788",17,9,0.01,0
"789",17,10,0.01,0
"790",17,11,0.01,0
"791",17,12,0.01,0
"792",17,13,0.01,0
"793",17,14,0.01,0
"794",17,15,0.01,0
"795",17,16,0.01,0
"796",17,17,0.01,0
"797",17,0,0.03,0.277924481827122
"798",17,1,0.03,0.259965357109877
"799",17,2,0.03,0.211954615993458
"800",17,3,0.03,0.149261057304383
"801",17,4,0.03,0.0709562406437307
"802",17,5,0.03,0.0224229133857524
"803",17,6,0.03,0.00588479385217241
"804",17,7,0.03,0.00135894934667408
"805",17,8,0.03,0.000239199004915129
"806",17,9,0.03,3.0398206874631e-05
"807",17,10,0.03,1.99332504095941e-06
"808",17,11,0.03,0
"809",17,12,0.03,0
"810",17,13,0.03,0
"811",17,14,0.03,0
"812",17,15,0.03,0
"813",17,16,0.03,0
"814",17,17,0.03,0
"815",17,0,0.05,0.190906973602214
"816",17,1,0.05,0.246707786769884
"817",17,2,0.05,0.235878388693876
"818",17,3,0.05,0.181593499188527
"819",17,4,0.05,0.094393144374063
"820",17,5,0.05,0.0366122079465255
"821",17,6,0.05,0.0105210839873912
"822",17,7,0.05,0.00247002823252844
"823",17,8,0.05,0.000699879204801068
"824",17,9,0.05,0.000174969801200267
"825",17,10,0.05,3.63573612883672e-05
"826",17,11,0.05,5.68083770130737e-06
"827",17,12,0.05,0
"828",17,13,0.05,0
"829",17,14,0.05,0
"830",17,15,0.05,0
"831",17,16,0.05,0
"832",17,17,0.05,0
"833",17,0,0.1,0.00812388682509102
"834",17,1,0.1,0.0469810444397371
"835",17,2,0.1,0.126646610917634
"836",17,3,0.1,0.211962746665017
"837",17,4,0.1,0.237726245738146
"838",17,5,0.1,0.189125398707463
"839",17,6,0.1,0.109791617384078
"840",17,7,0.1,0.047947800099237
"841",17,8,0.1,0.0161372903160163
"842",17,9,0.1,0.00433397975566541
"843",17,10,0.1,0.000983830199481053
"844",17,11,0.1,0.000197119617685781
"845",17,12,0.1,3.80096123788727e-05
"846",17,13,0.1,4.41972236963636e-06
"847",17,14,0.1,0
"848",17,15,0.1,0
"849",17,16,0.1,0
"850",17,17,0.1,0
"851",18,0,0.001,0.954307239556271
"852",18,1,0.001,0.0297721988019038
"853",18,2,0.001,0.00844095199238686
"854",18,3,0.001,0.00505756186237896
"855",18,4,0.001,0.00180625476361544
"856",18,5,0.001,0.000540277150490076
"857",18,6,0.001,7.3433373646432e-05
"858",18,7,0.001,2.02184398806256e-06
"859",18,8,0.001,6.06553196418766e-08
"860",18,9,0.001,0
"861",18,10,0.001,0
"862",18,11,0.001,0
"863",18,12,0.001,0
"864",18,13,0.001,0
"865",18,14,0.001,0
"866",18,15,0.001,0
"867",18,16,0.001,0
"868",18,17,0.001,0
"869",18,18,0.001,0
"870",18,0,0.01,0.68984089764033
"871",18,1,0.01,0.16068566592229
"872",18,2,0.01,0.0708554768346545
"873",18,3,0.01,0.0511871092892116
"874",18,4,0.01,0.0207622574695868
"875",18,5,0.01,0.005790580007604
"876",18,6,0.01,0.000662777229786
"877",18,7,0.01,0.000186846772226904
"878",18,8,0.01,2.69044508171808e-05
"879",18,9,0.01,1.4843834933617e-06
"880",18,10,0.01,0
"881",18,11,0.01,0
"882",18,12,0.01,0
"883",18,13,0.01,0
"884",18,14,0.01,0
"885",18,15,0.01,0
"886",18,16,0.01,0
"887",18,17,0.01,0
"888",18,18,0.01,0
"889",18,0,0.03,0.297673796677526
"890",18,1,0.03,0.241297844173459
"891",18,2,0.03,0.191023526424383
"892",18,3,0.03,0.143012940470795
"893",18,4,0.03,0.0789944394786895
"894",18,5,0.03,0.0336695766153164
"895",18,6,0.03,0.0110723469228675
"896",18,7,0.03,0.00273204304644341
"897",18,8,0.03,0.000472547482146613
"898",18,9,0.03,4.86646588928659e-05
"899",18,10,0.03,2.27404948097504e-06
"900",18,11,0.03,0
"901",18,12,0.03,0
"902",18,13,0.03,0
"903",18,14,0.03,0
"904",18,15,0.03,0
"905",18,16,0.03,0
"906",18,17,0.03,0
"907",18,18,0.03,0
"908",18,0,0.05,0.11298816159353
"909",18,1,0.05,0.185000706469493
"910",18,2,0.05,0.219875976549982
"911",18,3,0.05,0.213086487914768
"912",18,4,0.05,0.150996783679061
"913",18,5,0.05,0.0786921670922746
"914",18,6,0.05,0.0293380360430329
"915",18,7,0.05,0.00805273387605081
"916",18,8,0.05,0.00169192902522901
"917",18,9,0.05,0.000247195270822727
"918",18,10,0.05,2.84970419447111e-05
"919",18,11,0.05,1.32544381138191e-06
"920",18,12,0.05,0
"921",18,13,0.05,0
"922",18,14,0.05,0
"923",18,15,0.05,0
"924",18,16,0.05,0
"925",18,17,0.05,0
"926",18,18,0.05,0
"927",18,0,0.1,0.0136687682043865
"928",18,1,0.1,0.0677942829546132
"929",18,2,0.1,0.164748255327556
"930",18,3,0.1,0.240229991719327
"931",18,4,0.1,0.233735519392993
"932",18,5,0.1,0.158909857299725
"933",18,6,0.1,0.0804356663627112
"934",18,7,0.1,0.0302897856680407
"935",18,8,0.1,0.00835418244168064
"936",18,9,0.1,0.0016348675937906
"937",18,10,0.1,0.000190689365555454
"938",18,11,0.1,8.13366962084874e-06
"939",18,12,0.1,0
"940",18,13,0.1,0
"941",18,14,0.1,0
"942",18,15,0.1,0
"943",18,16,0.1,0
"944",18,17,0.1,0
"945",18,18,0.1,0
"946",19,0,0.001,0.974458215950502
"947",19,1,0.001,0.0126509063621729
"948",19,2,0.001,0.0069246536698427
"949",19,3,0.001,0.00397404988022835
"950",19,4,0.001,0.00159574875258924
"951",19,5,0.001,0.000375546018214229
"952",19,6,0.001,2.03613069820188e-05
"953",19,7,0.001,5.02360696549424e-07
"954",19,8,0.001,1.56987717671695e-08
"955",19,9,0.001,0
"956",19,10,0.001,0
"957",19,11,0.001,0
"958",19,12,0.001,0
"959",19,13,0.001,0
"960",19,14,0.001,0
"961",19,15,0.001,0
"962",19,16,0.001,0
"963",19,17,0.001,0
"964",19,18,0.001,0
"965",19,19,0.001,0
"966",19,0,0.01,0.663223178060349
"967",19,1,0.01,0.182435465291108
"968",19,2,0.01,0.0780584469341468
"969",19,3,0.01,0.0478977661889085
"970",19,4,0.01,0.0203204575008041
"971",19,5,0.01,0.00657631976634004
"972",19,6,0.01,0.00116820894852329
"973",19,7,0.01,0.000130592825875792
"974",19,8,0.01,0.000154822872695858
"975",19,9,0.01,3.11783690699368e-05
"976",19,10,0.01,3.20691796147921e-06
"977",19,11,0.01,3.56324217942135e-07
"978",19,12,0.01,0
"979",19,13,0.01,0
"980",19,14,0.01,0
"981",19,15,0.01,0
"982",19,16,0.01,0
"983",19,17,0.01,0
"984",19,18,0.01,0
"985",19,19,0.01,0
"986",19,0,0.03,0.285459537238435
"987",19,1,0.03,0.244245433144155
"988",19,2,0.03,0.191083224005644
"989",19,3,0.03,0.147536969897692
"990",19,4,0.03,0.0838896779668057
"991",19,5,0.03,0.0348402774593233
"992",19,6,0.03,0.0104154481237421
"993",19,7,0.03,0.0021943202681967
"994",19,8,0.03,0.00031097247976817
"995",19,9,0.03,2.41394162377118e-05
"996",19,10,0.03,0
"997",19,11,0.03,0
"998",19,12,0.03,0
"999",19,13,0.03,0
"1000",19,14,0.03,0
"1001",19,15,0.03,0
"1002",19,16,0.03,0
"1003",19,17,0.03,0
"1004",19,18,0.03,0
"1005",19,19,0.03,0
"1006",19,0,0.05,0.17097604868754
"1007",19,1,0.05,0.212187441021338
"1008",19,2,0.05,0.223816202631246
"1009",19,3,0.05,0.196127449723313
"1010",19,4,0.05,0.122506930056262
"1011",19,5,0.05,0.0540643840820134
"1012",19,6,0.05,0.0164722642047512
"1013",19,7,0.05,0.00338445606677
"1014",19,8,0.05,0.000436496331228849
"1015",19,9,0.05,2.76833956384079e-05
"1016",19,10,0.05,6.43799898567625e-07
"1017",19,11,0.05,0
"1018",19,12,0.05,0
"1019",19,13,0.05,0
"1020",19,14,0.05,0
"1021",19,15,0.05,0
"1022",19,16,0.05,0
"1023",19,17,0.05,0
"1024",19,18,0.05,0
"1025",19,19,0.05,0
"1026",19,0,0.1,0.00820673352616915
"1027",19,1,0.1,0.0489943144832836
"1028",19,2,0.1,0.135590975908523
"1029",19,3,0.1,0.223773924713536
"1030",19,4,0.1,0.24224178218604
"1031",19,5,0.1,0.181992419485321
"1032",19,6,0.1,0.100090951271166
"1033",19,7,0.1,0.0410393482106623
"1034",19,8,0.1,0.0132573580177958
"1035",19,9,0.1,0.00352222330245465
"1036",19,10,0.1,0.000956810144532783
"1037",19,11,0.1,0.00024601095746526
"1038",19,12,0.1,6.89920028315859e-05
"1039",19,13,0.1,1.36168426641288e-05
"1040",19,14,0.1,4.5389475547096e-06
"1041",19,15,0.1,0
"1042",19,16,0.1,0
"1043",19,17,0.1,0
"1044",19,18,0.1,0
"1045",19,19,0.1,0
"1046",20,0,0.001,0.970271620968038
"1047",20,1,0.001,0.0185314466171306
"1048",20,2,0.001,0.00553615095907495
"1049",20,3,0.001,0.0036771603771981
"1050",20,4,0.001,0.0014981079139211
"1051",20,5,0.001,0.000316548004169176
"1052",20,6,0.001,0.000137041212008054
"1053",20,7,0.001,3.14753683881018e-05
"1054",20,8,0.001,4.48580072039456e-07
"1055",20,9,0.001,0
"1056",20,10,0.001,0
"1057",20,11,0.001,0
"1058",20,12,0.001,0
"1059",20,13,0.001,0
"1060",20,14,0.001,0
"1061",20,15,0.001,0
"1062",20,16,0.001,0
"1063",20,17,0.001,0
"1064",20,18,0.001,0
"1065",20,19,0.001,0
"1066",20,20,0.001,0
"1067",20,0,0.01,0.6121402231942
"1068",20,1,0.01,0.206872514303306
"1069",20,2,0.01,0.0844099130069849
"1070",20,3,0.01,0.0541548393442942
"1071",20,4,0.01,0.0288950102984453
"1072",20,5,0.01,0.0105306976494007
"1073",20,6,0.01,0.00245439634453593
"1074",20,7,0.01,0.000475145959006315
"1075",20,8,0.01,6.21465741084418e-05
"1076",20,9,0.01,5.11332571778319e-06
"1077",20,10,0.01,0
"1078",20,11,0.01,0
"1079",20,12,0.01,0
"1080",20,13,0.01,0
"1081",20,14,0.01,0
"1082",20,15,0.01,0
"1083",20,16,0.01,0
"1084",20,17,0.01,0
"1085",20,18,0.01,0
"1086",20,19,0.01,0
"1087",20,20,0.01,0
"1088",20,0,0.03,0.268566233215205
"1089",20,1,0.03,0.235479016612561
"1090",20,2,0.03,0.190494067008395
"1091",20,3,0.03,0.154683045072924
"1092",20,4,0.03,0.0914890614546707
"1093",20,5,0.03,0.0400333800550102
"1094",20,6,0.03,0.0143599542865921
"1095",20,7,0.03,0.00394184842775403
"1096",20,8,0.03,0.000805778158720897
"1097",20,9,0.03,0.000132345117667361
"1098",20,10,0.03,1.52705905000802e-05
"1099",20,11,0.03,0
"1100",20,12,0.03,0
"1101",20,13,0.03,0
"1102",20,14,0.03,0
"1103",20,15,0.03,0
"1104",20,16,0.03,0
"1105",20,17,0.03,0
"1106",20,18,0.03,0
"1107",20,19,0.03,0
"1108",20,20,0.03,0
"1109",20,0,0.05,0.164781291416011
"1110",20,1,0.05,0.206110535909079
"1111",20,2,0.05,0.216955340439802
"1112",20,3,0.05,0.188229493748883
"1113",20,4,0.05,0.129996503027564
"1114",20,5,0.05,0.0632149098982479
"1115",20,6,0.05,0.0229458170404246
"1116",20,7,0.05,0.00626991917543424
"1117",20,8,0.05,0.00131841826671363
"1118",20,9,0.05,0.00016502980604975
"1119",20,10,0.05,1.27412717906057e-05
"1120",20,11,0.05,0
"1121",20,12,0.05,0
"1122",20,13,0.05,0
"1123",20,14,0.05,0
"1124",20,15,0.05,0
"1125",20,16,0.05,0
"1126",20,17,0.05,0
"1127",20,18,0.05,0
"1128",20,19,0.05,0
"1129",20,20,0.05,0
"1130",20,0,0.1,0.00631443264782227
"1131",20,1,0.1,0.0328616634219898
"1132",20,2,0.1,0.0920786740882
"1133",20,3,0.1,0.168204716586341
"1134",20,4,0.1,0.217968340049393
"1135",20,5,0.1,0.206112979207634
"1136",20,6,0.1,0.147040835841849
"1137",20,7,0.1,0.0792386797387502
"1138",20,8,0.1,0.0336922762567306
"1139",20,9,0.1,0.011805894114729
"1140",20,10,0.1,0.00349560998671763
"1141",20,11,0.1,0.000936661517676461
"1142",20,12,0.1,0.000206047538470614
"1143",20,13,0.1,3.68906073244331e-05
"1144",20,14,0.1,5.39862546211217e-06
"1145",20,15,0.1,8.99770910352028e-07
"1146",20,16,0.1,0
"1147",20,17,0.1,0
"1148",20,18,0.1,0
"1149",20,19,0.1,0
"1150",20,20,0.1,0
