"","pool","prevalence","above.llod","limit","tau","pos1","pos_null","total.tests","total.tests_null","tests.per.sample","tests.per.sample_null","tn1","tp1","fn1","fp1","ppa","ppa_null","tn_null","tp_null","fn_null","fp_null","est","lwr.ci","upr.ci"
"39",2,0.03,0.15,35,0.4,0.08328,0.08328,1.112248492,1.1502497569072,0.556124246,0.5751248784536,0.9409,0.056124246,0.002975754,0,0.94964883248731,0.921256428848628,0.9184538896,0.0751248784536,0.0064212319464,0,0.94964883248731,0.945180240682048,0.953853174644167
"40",2,0.03,0.15,35,0.5,0.0891,0.0891000000000002,1.11331696,1.1610606299995,0.55665848,0.58053031499975,0.9409,0.05665848,0.00244152,0,0.958688324873097,0.924410721317344,0.9128847025,0.0805303149997501,0.00658498250025001,0,0.958688324873096,0.954601959845697,0.962504727748471
"41",2,0.05,0.15,35,0.1,0.1095,0.1095,1.1813752,1.1967207549625,0.5906876,0.59836037748125,0.9025,0.0906876,0.0068124,0,0.930129230769231,0.923550481943195,0.8934975625,0.0983603774812501,0.00814206001875001,0,0.930129230769231,0.924956290080151,0.93504993440742
"42",2,0.05,0.15,35,0.2,0.119,0.119,1.1832078,1.2139477081,0.5916039,0.60697385405,0.9025,0.0916039,0.0058961,0,0.939527179487179,0.926503426951817,0.88454025,0.10697385405,0.00848589595,0,0.939527179487179,0.93467595337747,0.944120425380577
"43",2,0.05,0.15,35,0.3,0.1285,0.1285,1.1849076,1.2313154360625,0.5924538,0.61565771803125,0.9025,0.0924538,0.0050462,0,0.948244102564103,0.929934198631022,0.8756280625,0.11565771803125,0.00871421946875,0,0.948244102564103,0.943719820186255,0.952505012071432
"44",2,0.05,0.15,35,0.4,0.138,0.138,1.18498,1.245450388,0.59249,0.622725194,0.9025,0.09249,0.00501,0,0.948615384615385,0.921090626618332,0.866761,0.122725194,0.010513806,0,0.948615384615385,0.944105734050659,0.952861430809232
"45",2,0.05,0.15,35,0.5,0.1475,0.1475,1.1870055,1.2629818984375,0.59350275,0.63149094921875,0.9025,0.09350275,0.00399725,0,0.959002564102564,0.925595392602206,0.8579390625,0.13149094921875,0.01056998828125,0,0.959002564102564,0.954930316285511,0.962804648528223
"46",2,0.1,0.15,35,0.1,0.218,0.218,1.3551012,1.3827227184,0.6775506,0.6913613592,0.81,0.1775506,0.0124494,0,0.934476842105263,0.928402326811211,0.793881,0.1913613592,0.0147576408,0,0.934476842105263,0.929449163922012,0.939249633911242
"47",2,0.1,0.15,35,0.2,0.236,0.236,1.3564544,1.4109579392,0.6782272,0.7054789696,0.81,0.1782272,0.0117728,0,0.938037894736842,0.925264187035069,0.777924,0.2054789696,0.0165970304,0,0.938037894736842,0.93313372339712,0.942685000206629
"48",2,0.1,0.15,35,0.3,0.254,0.254,1.3606064,1.443040262,0.6803032,0.721520131,0.81,0.1803032,0.0096968,0,0.948964210526316,0.931261612386546,0.762129,0.221520131,0.016350869,0,0.948964210526316,0.944468363839087,0.953196235189022
"49",2,0.1,0.15,35,0.4,0.272,0.272,1.3614848,1.4690859776,0.680742400000001,0.7345429888,0.81,0.1807424,0.0092576,0,0.951275789473684,0.925204291845494,0.746496,0.2345429888,0.0189610112,0,0.951275789473684,0.946872854057079,0.955413456542538
"50",2,0.1,0.15,35,0.5,0.29,0.29,1.364634,1.499128425,0.682317,0.7495642125,0.81,0.182317,0.007683,0,0.959563157894737,0.927834231805929,0.731025,0.2495642125,0.0194107875,0,0.959563157894737,0.955516248883536,0.963339543977628
"51",3,0.001,0.15,35,0.1,0.00359937003,0.00359937002999977,1.00823499124622,1.00969056950579,0.336078330415406,0.336563523168598,0.997002999,0.002744997082073,0.000252003917927,0,0.915914636689477,0.898509589056311,0.996404946731112,0.00323018983526454,0.000364863433623945,0,0.915914636689477,0.910303485210986,0.921282144166813
"52",3,0.001,0.15,35,0.2,0.00419868012,0.00419868011999991,1.00844914002698,1.01146658753707,0.336149713342325,0.337155529179023,0.997002999,0.002816380008992,0.000180620991008,0,0.939732755842257,0.911607963350073,0.995807193443503,0.00382219584568912,0.000370610710807942,0,0.939732755842257,0.934888900420018,0.944318504693115
"53",3,0.001,0.15,35,0.3,0.00479793027,0.00479793026999976,1.00856515370217,1.01312370508902,0.336188384567389,0.337707901696341,0.997002999,0.002855051234056,0.000141949765944,0,0.952636063203182,0.913221300273516,0.995209739017588,0.00437456836300742,0.000415692619404188,0,0.952636063203182,0.948289014896208,0.956716988593544
"54",3,0.001,0.15,35,0.4,0.00539712048,0.00539712047999963,1.00864224099032,1.01466800278876,0.336214080330105,0.338222667596255,0.997002999,0.002880746996772,0.000116254003228,0,0.961209888409113,0.907547079774262,0.994612583333817,0.00488933426292165,0.000498082403261435,0,0.961209888409113,0.957238588451332,0.964909605157917
"55",3,0.001,0.15,35,0.5,0.00599625075,0.00599625074999955,1.00873341309355,1.01626291526174,0.336244471031183,0.338754305087245,0.997002999,0.00291113769785,8.586330215e-05,0,0.971350259092339,0.90586961775455,0.994015726272674,0.00542097175391167,0.000563301973414627,0,0.971350259092339,0.967890215612112,0.974532007650412
"56",3,0.01,0.15,35,0.1,0.03593703,0.03593703,1.082404798771,1.09694255979938,0.360801599590333,0.365647519933127,0.970299,0.027468266257,0.002232733743,0,0.924826310797616,0.910047059331907,0.964491741093568,0.0323141865997938,0.00319407230663752,0,0.924826310797616,0.919483705766982,0.929919895558266
"57",3,0.01,0.15,35,0.2,0.04186812,0.0418681200000002,1.083294189616,1.11198206854164,0.361098063205333,0.37066068951388,0.970299,0.027764729872,0.001936270128,0,0.934807914615669,0.904105058795803,0.958713474924845,0.0373273561805471,0.00395916889460757,0,0.934807914615669,0.929791541398093,0.939569199208656
"58",3,0.01,0.15,35,0.3,0.04779327,0.0477932699999998,1.084668719569,1.12830697918135,0.361556239856333,0.376102326393782,0.970299,0.028222906523,0.001478093477,0,0.950234218477492,0.909283758778336,0.95296408558104,0.0427689930604485,0.00426692135851198,0,0.950234218477492,0.945789104576407,0.954414716608458
"59",3,0.01,0.15,35,0.4,0.05371248,0.0537124799999998,1.08581283574,1.14422388954708,0.361937611913333,0.38140796318236,0.970299,0.02860427858,0.00109672142,0,0.963074596141544,0.911254369001533,0.947243457497271,0.0480746298490271,0.00468191265370215,0,0.963074596141544,0.959191142012881,0.966685258284481
"60",3,0.01,0.15,35,0.5,0.05962575,0.05962575,1.08653072335,1.15900297241441,0.362176907783334,0.386334324138138,0.970299,0.02884357445,0.00085742555,0,0.97113142486785,0.906797754403405,0.941551475455875,0.0530009908048047,0.00544753373932015,0,0.97113142486785,0.967659371664426,0.9743253323736
"61",3,0.03,0.15,35,0.1,0.10743381,0.10743381,1.24344411841,1.28461795496439,0.414481372803333,0.428205984988129,0.912673,0.0811480394699999,0.00617896053,0,0.929243412346697,0.915472924888708,0.896367605119148,0.0948726516547953,0.00875974322605684,0,0.929243412346697,0.924041575305223,0.934193550734227
"62",3,0.03,0.15,35,0.2,0.12481524,0.12481524,1.246398417964,1.32803268128177,0.415466139321333,0.442677560427258,0.912673,0.082132805988,0.005194194012,0,0.940520182623931,0.913529034372489,0.880305690372464,0.109344227093925,0.0103500825336113,0,0.940520182623931,0.935704701905063,0.945077072460554
"63",3,0.03,0.15,35,0.3,0.14214429,0.14214429,1.248818489497,1.36933761249241,0.416272829832333,0.456445870830802,0.912673,0.082939496499,0.004387503501,0,0.949757766773163,0.908474607750397,0.864484338420504,0.123112537497469,0.0124031240820278,0,0.949757766773163,0.945293531752201,0.953957684048333
"64",3,0.03,0.15,35,0.4,0.15942096,0.15942096,1.252514344888,1.4146495685125,0.417504781629333,0.471549856170833,0.912673,0.084171448296,0.003155551704,0,0.963865108110894,0.914739410565176,0.848900658219042,0.1382165228375,0.0128828189434584,0,0.963865108110894,0.960019648781568,0.96743726014815
"65",3,0.03,0.15,35,0.5,0.17664525,0.17664525,1.25505115165,1.45748198084971,0.418350383883334,0.485827326949902,0.912673,0.08501705055,0.00230994945,0,0.97354827888282,0.916164787281408,0.833551784860589,0.152493993616569,0.0139542215228425,0,0.97354827888282,0.970211753256632,0.976604995998841
"66",3,0.05,0.15,35,0.1,0.17842875,0.17842875,1.397562245875,1.46145209014326,0.465854081958333,0.487150696714421,0.857375,0.132520748625,0.010104251375,0,0.929155117440841,0.9154331302649,0.831973130209328,0.153817363381087,0.0142095064095843,0,0.929155117440841,0.923950412666211,0.934108177202481
"67",3,0.05,0.15,35,0.2,0.206715,0.206715,1.401996319,1.52713534134683,0.467332106333333,0.509045113782276,0.857375,0.133998773,0.008626227,0,0.939518127957932,0.911375450133458,0.807201543092682,0.175711780448943,0.0170866764583748,0,0.939518127957932,0.93466657766803,0.944111703594132
"68",3,0.05,0.15,35,0.3,0.23485875,0.23485875,1.408525476625,1.59666510153053,0.469508492208333,0.532221700510175,0.857375,0.136175158875,0.006449841125,0,0.954777625766871,0.916737619639281,0.783047664984991,0.198888367176842,0.0180639678381658,0,0.954777625766871,0.950520491829716,0.95876728564117
"69",3,0.05,0.15,35,0.4,0.26286,0.26286,1.412294836,1.66127327693256,0.470764945333333,0.553757758977521,0.857375,0.137431612,0.005193388,0,0.96358711305872,0.916522291578632,0.759499111293271,0.220424425644188,0.0200764630625401,0,0.96358711305872,0.959728239534479,0.967172860710811
"70",3,0.05,0.15,35,0.5,0.29071875,0.29071875,1.415606790625,1.72115292997877,0.471868930208333,0.573717643326256,0.857375,0.138535596875,0.004089403125,0,0.971327585451359,0.912425688563693,0.736543684591644,0.240384309992923,0.0230720054154333,0,0.971327585451359,0.967866295303606,0.974510596149813
"71",3,0.1,0.15,35,0.1,0.35373,0.35373,1.758766477,1.86676907491848,0.586255492333334,0.622256358306161,0.729,0.252922159,0.018077841,0,0.933292099630996,0.921131577103332,0.686339028913329,0.288923024972828,0.024737946113843,0,0.933292099630996,0.928224254753194,0.938105781271023
"72",3,0.1,0.15,35,0.2,0.40692,0.40692,1.766183236,1.97574066804851,0.588727745333333,0.658580222682837,0.729,0.255394412,0.015605588,0,0.942414804428044,0.918203542916822,0.645779095649856,0.325246889349503,0.0289740150006409,0,0.942414804428044,0.937668543192059,0.946901307263713
"73",3,0.1,0.15,35,0.3,0.45957,0.45957,1.775922247,2.08600464470557,0.591974082333333,0.695334881568522,0.729,0.258640749,0.012359251,0,0.954393907749077,0.921678395916881,0.607236591593241,0.362001548235189,0.0307618601715704,0,0.954393907749077,0.950120484302848,0.958400099772089
"74",3,0.1,0.15,35,0.4,0.51168,0.51168,1.784251936,2.18666065710797,0.594750645333333,0.728886885702657,0.729,0.261417312,0.009582688,0,0.964639527675276,0.921242628258464,0.570630428688384,0.395553552369323,0.0338160189422928,0,0.964639527675276,0.960831744886364,0.968173496570092
"75",3,0.1,0.15,35,0.5,0.56325,0.56325,1.791812275,2.28683479968805,0.597270758333333,0.762278266562685,0.729,0.263937425,0.007062575,0,0.973938837638376,0.924215226266302,0.535881988265625,0.428944933229351,0.0351730785050234,0,0.973938837638376,0.97062483730536,0.976972757464071
"76",4,0.001,0.15,35,0.1,0.005198680123996,0.00519868012399627,1.01479532653634,1.01873620791303,0.253698831634085,0.254684051978256,0.996005996001,0.00369883163408493,0.000295172364915073,0,0.926096126846899,0.902766345639919,0.994811445950684,0.00468405197825633,0.000504502071059803,0,0.926096126846899,0.92079343690843,0.931149027569634
"77",4,0.001,0.15,35,0.2,0.006397120511968,0.00639712051196771,1.01504231188457,1.02288552788104,0.253760577971142,0.255721381970261,0.996005996001,0.00376057797114155,0.000233426027858455,0,0.941555885292829,0.896516706985174,0.993618209314245,0.00572138197026141,0.000660408715493237,0,0.941555885292829,0.936778075432155,0.946074466441611
"78",4,0.001,0.15,35,0.3,0.007595321187892,0.00759532118789163,1.01530959888798,1.02726656786633,0.253827399721996,0.256816641966582,0.996005996001,0.00382739972199605,0.000166604277003948,0,0.958286402055266,0.900039381918836,0.992426284778729,0.00681664196658206,0.000757073254688975,0,0.958286402055266,0.954182069745122,0.962121029301339
"79",4,0.001,0.15,35,0.4,0.008793282175744,0.00879328217574305,1.01551416553795,1.03145321241882,0.253878541384487,0.257863303104706,0.996005996001,0.00387854138448703,0.000115462614512975,0,0.971091011791204,0.897193970438761,0.991235671032363,0.00786330310470586,0.000901025862931337,0,0.971091011791204,0.967616746160757,0.974287159254886
"80",4,0.001,0.15,35,0.5,0.0099910034995,0.00999100349949922,1.01568325878266,1.03573895448655,0.253920814695666,0.258934738621638,0.996005996001,0.0039208146956656,7.31893033344e-05,0,0.981675205294555,0.897635909450611,0.990046366764553,0.00893473862163812,0.00101889461380868,0,0.981675205294555,0.978851704875622,0.984212964173108
"81",4,0.01,0.15,35,0.1,0.05186812396,0.0518681239599998,1.14570574321501,1.18342505547557,0.286426435803752,0.295856263868893,0.96059601,0.0364264358037522,0.0029775541962478,0,0.924435210844186,0.901476481512718,0.949132046360273,0.0458562638688931,0.00501168977083387,0,0.924435210844186,0.919080399215033,0.929541238878185
"82",4,0.01,0.15,35,0.2,0.0637125116800001,0.0637125116799999,1.14822614049784,1.22282506132401,0.28705653512446,0.305706265331003,0.960596010000001,0.0370565351244592,0.0023474548755408,0,0.940425960022302,0.895507267389331,0.937793620041295,0.055706265331003,0.00650011462770274,0,0.940425960022302,0.935607072032678,0.944986315109541
"83",4,0.01,0.15,35,0.3,0.0755331869200001,0.07553318692,1.15105213942988,1.264087794816,0.28776303485747,0.316021948703999,0.960596010000001,0.0377630348574696,0.0016409551425304,0,0.958355609608814,0.899230198293499,0.926579480060511,0.0660219487039989,0.00739857123549056,0,0.958355609608814,0.954254364029811,0.962187105879493
"84",4,0.01,0.15,35,0.4,0.08733017344,0.0873301734400003,1.15297912519354,1.30184708665242,0.288244781298384,0.325461771663105,0.96059601,0.038244781298384,0.001159208701616,0,0.970581438539194,0.892915999188238,0.915488386666038,0.0754617716631053,0.00904984167085733,0,0.970581438539194,0.967079420382109,0.973805684962492
"85",4,0.01,0.15,35,0.5,0.099103495,0.0991034950000001,1.1547146235585,1.34335311718066,0.288678655889625,0.335838279295164,0.96059601,0.038678655889625,0.000725334110375,0,0.981592368935862,0.899010057574705,0.90451911124695,0.0858382792951637,0.00964260945788653,0,0.981592368935861,0.978763083257191,0.984135977404858
"86",4,0.03,0.15,35,0.1,0.15481534476,0.15481534476,1.42325677571754,1.52526089621206,0.355814193929385,0.381315224053015,0.88529281,0.105814193929385,0.0088929960706146,0,0.922472200124381,0.899067779344453,0.853942909455878,0.131315224053015,0.0147418664911065,0,0.922472200124381,0.917056727539207,0.927640075950381
"87",4,0.03,0.15,35,0.2,0.18942179808,0.18942179808,1.43326912979098,1.63783982910418,0.358317282447746,0.409459957276045,0.88529281,0.108317282447746,0.0063899075522544,0,0.944293748698278,0.904038104452224,0.823613676801085,0.159459957276045,0.0169263659228705,0,0.944293748698278,0.939617505486855,0.948709072345767
"88",4,0.03,0.15,35,0.3,0.22381998852,0.22381998852,1.44019721858065,1.74207589939347,0.360049304645162,0.435518974848368,0.88529281,0.110049304645162,0.0046578853548378,0,0.959393257259307,0.90178056164984,0.794274812811495,0.185518974848368,0.0202062123401365,0,0.959393257259307,0.955338647718795,0.963177452910293
"89",4,0.03,0.15,35,0.4,0.25801054464,0.258010544640001,1.4465213019214,1.85110986467397,0.361630325480349,0.462777466168494,0.88529281,0.111630325480349,0.0030768645196512,0,0.973176358695116,0.908904677968144,0.765896830188885,0.212777466168493,0.0213257036426217,0,0.973176358695116,0.969818550155493,0.976254616836947
"90",4,0.03,0.15,35,0.5,0.291994095,0.291994095,1.4512604176885,1.94903952298671,0.362815104422125,0.487259880746676,0.88529281,0.112815104422125,0.001892085577875,0,0.983505083004169,0.907133698608598,0.738451034163325,0.237259880746676,0.0242890850899977,0,0.983505083004169,0.980813086341758,0.985909887018162
"91",4,0.05,0.15,35,0.1,0.256715475,0.256715475,1.6860376949425,1.84129193161582,0.421509423735625,0.460322982903956,0.81450625,0.171509423735625,0.013984326264375,0,0.924610256332761,0.902509750564112,0.766957661374303,0.210322982903956,0.022719355721742,0,0.924610256332761,0.919260903010904,0.929710720139449
"92",4,0.05,0.15,35,0.2,0.3128638,0.3128638,1.7018339458,2.00885636333522,0.42545848645,0.502214090833804,0.81450625,0.17545848645,0.01003526355,0,0.945899721419185,0.907134045073786,0.721966017918235,0.252214090833804,0.0258198912479607,0,0.945899721419185,0.941284455761809,0.950253072220281
"93",4,0.05,0.15,35,0.3,0.368447825,0.368447825,1.712804526338,2.16412023120876,0.4282011315845,0.54103005780219,0.81450625,0.1782011315845,0.0072926184155,0,0.960685368560936,0.907783011734038,0.679405701538446,0.29103005780219,0.0295642406593636,0,0.960685368560936,0.956689790996415,0.96440970133481
"94",4,0.05,0.15,35,0.4,0.4234704,0.423470400000001,1.721896172044,2.31333859882599,0.430474043011,0.578334649706498,0.81450625,0.180474043011,0.005019706989,0,0.972938673195188,0.909909170639063,0.639156675961517,0.328334649706498,0.0325086743319841,0,0.972938673195188,0.969567347233427,0.976030613264813
"95",4,0.05,0.15,35,0.5,0.477934375,0.477934375,1.7296127825,2.46126499380021,0.432403195625,0.615316248450053,0.81450625,0.182403195625,0.003090554375,0,0.983338768152566,0.915818888365885,0.601104265165469,0.365316248450053,0.0335794863844781,0,0.983338768152566,0.98063451171465,0.98575596640794
"96",4,0.1,0.15,35,0.1,0.5069236,0.5069236,2.27901263216,2.52546491114784,0.56975315804,0.631366227786961,0.6561,0.31975315804,0.02414684196,0,0.92978528072114,0.911393742969291,0.581557114332952,0.381366227786961,0.037076657880086,0,0.92978528072114,0.92460109272072,0.934717440775291
"97",4,0.1,0.15,35,0.2,0.6117088,0.6117088,2.306837865792,2.78168640523572,0.576709466448,0.69542160130893,0.6561,0.326709466448,0.017190533552,0,0.950012987635941,0.918116103015255,0.514852642442402,0.445421601308931,0.0397257562486676,0,0.950012987635941,0.945558981894502,0.954202516026208
"98",4,0.1,0.15,35,0.3,0.7143772,0.7143772,2.326018138632,3.00933820940115,0.581504534658,0.752334552350286,0.6561,0.331504534658,0.012395465342,0,0.963956192666473,0.922103874109741,0.455229973049107,0.502334552350286,0.0424354746006066,0,0.963956192666473,0.960115141069443,0.967523877480212
"99",4,0.1,0.15,35,0.4,0.8149504,0.814950400000001,2.34115293184,3.20556795765454,0.58528823296,0.801391989413634,0.6561,0.33528823296,0.00861176704,0,0.974958513986624,0.922058443365554,0.40199887178406,0.551391989413634,0.0466091388023054,0,0.974958513986624,0.971704200594938,0.977932031884318
"100",4,0.1,0.15,35,0.5,0.913450000000001,0.91345,2.353920725,3.40082548717131,0.58848018125,0.850206371792827,0.6561,0.33848018125,0.00541981875,0,0.984240131578947,0.929875296343109,0.354530253515456,0.600206371792827,0.0452633746917172,0,0.984240131578947,0.981603111809438,0.986589357422839
"101",5,0.001,0.15,35,0.1,0.0069977003199795,0.00699770031997949,1.02295936335921,1.03090187916696,0.204591872671843,0.206180375833392,0.995009990004999,0.00459187267184266,0.000398137323158345,0,0.920213121104527,0.885676600206777,0.993021859410141,0.00618037583339162,0.000797764756467817,0,0.920213121104527,0.914729056423194,0.925450952736242
"102",5,0.001,0.15,35,0.2,0.00899480135983201,0.00899480135983178,1.02360731524955,1.03968397723334,0.204721463049911,0.207936795446669,0.995009990004998,0.00472146304991086,0.00026854694509014,0,0.946183084731459,0.885556279081106,0.991037503054121,0.00793679544666879,0.00102570149921067,0,0.946183084731459,0.941578689929712,0.950525388778754
"103",5,0.001,0.15,35,0.3,0.0109913032394195,0.0109913032394188,1.02409797528094,1.04849622080237,0.204819595056189,0.209699244160475,0.995009990004999,0.00481959505618865,0.000170414938812349,0,0.965848778061953,0.886335380349704,0.989056914148403,0.00969924416047506,0.00124384169112235,0,0.965848778061953,0.962100762276834,0.969322185128335
"104",5,0.001,0.15,35,0.4,0.0129872060785921,0.0129872060785913,1.02444302438327,1.05740354183653,0.204888604876654,0.211480708367306,0.995009990004999,0.00488860487665417,0.000101405118346825,0,0.979678373700972,0.888605627920363,0.987080085915982,0.0114807083673056,0.001439205716712,0,0.979678373700972,0.976719070161428,0.982353458831149
"105",5,0.001,0.15,35,0.5,0.0149825099971878,0.0149825099971867,1.02464434921212,1.06585002565251,0.204928869842424,0.213170005130502,0.995009990004999,0.00492886984242388,6.1140152577116e-05,0,0.987747488955259,0.884309096948738,0.985107011591371,0.0131700051305021,0.00172298327812618,0,0.987747488955259,0.985393411614798,0.989810701673351
"106",5,0.01,0.15,35,0.1,0.06977031979505,0.0697703197950499,1.22680432841421,1.30323268414845,0.245360865682842,0.26064653682969,0.9509900499,0.0453608656828421,0.00364908441715786,0,0.925544008722468,0.893830647561833,0.932149857475663,0.0606465368296902,0.00720360569464612,0,0.925544008722468,0.920223910114701,0.930614652551203
"107",5,0.01,0.15,35,0.2,0.0894813583208,0.0894813583207999,1.23252803228292,1.38516567832117,0.246505606456585,0.277033135664234,0.9509900499,0.0465056064565846,0.0025043436434154,0,0.94890132231709,0.89225434951857,0.913664600563955,0.0770331356642346,0.00930226377181083,0,0.94890132231709,0.944402982884896,0.953135878975747
"108",5,0.01,0.15,35,0.3,0.10913323419905,0.10913323419905,1.23694561460236,1.46716102859557,0.247389122920471,0.293432205719114,0.9509900499,0.0473891229204714,0.00162082717952865,0,0.9669286098798,0.894327191361366,0.895527938072765,0.093432205719114,0.0110398562081201,0,0.9669286098798,0.96323497035641,0.970346926746793
"109",5,0.01,0.15,35,0.4,0.1287260659328,0.1287260659328,1.24000599424094,1.54652631511046,0.248001198848188,0.309305263022092,0.9509900499,0.0480011988481879,0.0010087512518121,0,0.979417419324977,0.893992913950556,0.877733636009405,0.109305263022091,0.0129611009685036,0,0.979417419324977,0.976440901930721,0.982109913477621
"110",5,0.01,0.15,35,0.5,0.14825997190625,0.14825997190625,1.24206484000074,1.62050601822521,0.248412968000149,0.324101203645042,0.9509900499,0.0484129680001491,0.000596982099850938,0,0.987819165319841,0.8881854081904,0.860275565776421,0.124101203645042,0.0156232305785368,0,0.987819165319841,0.985471282833663,0.989876115966073
"111",5,0.03,0.15,35,0.1,0.20793862340715,0.20793862340715,1.65477772117521,1.85813056719939,0.330955544235043,0.371626113439877,0.8587340257,0.130955544235043,0.010310430064957,0,0.92701405900432,0.896933344626475,0.808652321303373,0.171626113439877,0.0197215652567491,0,0.92701405900432,0.921740496856375,0.932037275572567
"112",5,0.03,0.15,35,0.2,0.2653565841144,0.2653565841144,1.67100596104622,2.07152850264304,0.334201192209245,0.414305700528609,0.8587340257,0.134201192209245,0.00706478209075501,0,0.94998949941228,0.898004862414205,0.761353518785559,0.214305700528609,0.0243407806858329,0,0.94998949941228,0.945534550978297,0.95417998518731
"113",5,0.03,0.15,35,0.3,0.32225701077915,0.32225701077915,1.68411347827532,2.27828133159763,0.336822695655064,0.455656266319527,0.8587340257,0.136822695655064,0.00444327864493605,0,0.968546717162761,0.902392736526794,0.71669068691364,0.255656266319527,0.0276530467668334,0,0.968546717162761,0.964936438511859,0.971880595209199
"114",5,0.03,0.15,35,0.4,0.3786430226304,0.3786430226304,1.6923909112137,2.4709485076403,0.33847818224274,0.49418970152806,0.8587340257,0.13847818224274,0.00278779205725955,0,0.980265650868345,0.903875926280505,0.674524242792186,0.294189701528061,0.0312860556797523,0,0.980265650868345,0.977345522387093,0.982901118627215
"115",5,0.03,0.15,35,0.5,0.43451772946875,0.43451772946875,1.69872964321907,2.65222079146834,0.339745928643815,0.530444158293667,0.8587340257,0.139745928643815,0.001520045656185,0,0.98923983171661,0.904636471171969,0.634721604949696,0.330444158293667,0.0348342367566366,0,0.98923983171661,0.987018859499585,0.991168489192895
"116",5,0.05,0.15,35,0.1,0.34428987203125,0.34428987203125,2.04540707710721,2.3426117651658,0.409081415421442,0.46852235303316,0.7737809375,0.209081415421442,0.0171376470785584,0,0.924243134556539,0.894986042229571,0.699970345499218,0.26852235303316,0.0315073014676215,0,0.924243134556539,0.91888234290278,0.929355258823682
"117",5,0.05,0.15,35,0.2,0.4371689525,0.4371689525,2.07708905845025,2.66289690195282,0.41541781169005,0.532579380390563,0.7737809375,0.21541781169005,0.01080125080995,0,0.952253136006388,0.905916600488759,0.632880796961738,0.332579380390564,0.0345398226476971,0,0.952253136006388,0.947890261279177,0.956350128658735
"118",5,0.05,0.15,35,0.3,0.52865138453125,0.52865138453125,2.09514773496197,2.93922455908204,0.419029546992394,0.587844911816409,0.7737809375,0.219029546992393,0.00718951550760656,0,0.968218790104806,0.906030845428968,0.571929682335726,0.387844911816408,0.040225405847865,0,0.968218790104806,0.964591428896364,0.971569970002422
"119",5,0.05,0.15,35,0.4,0.61875124,0.61875124,2.10963934017295,3.20442476054153,0.42192786803459,0.640884952108305,0.7737809375,0.22192786803459,0.00429119446541,0,0.981030800773432,0.912016610927357,0.51658232226713,0.440884952108305,0.0425327256245645,0,0.981030800773432,0.978162653483099,0.983613704200196
"120",5,0.05,0.15,35,0.5,0.70748251953125,0.707482519531251,2.11900239557617,3.44492809680746,0.423800479115234,0.688985619361492,0.7737809375,0.223800479115234,0.00241858338476562,0,0.989308666749666,0.916300955758382,0.466348238219635,0.488985619361492,0.0446661424188726,0,0.989308666749666,0.987094056940149,0.991230892075167
"121",5,0.1,0.15,35,0.1,0.677317955,0.677317955,2.91613123236815,3.36447799740718,0.58322624647363,0.672895599481437,0.59049,0.38322624647363,0.02628375352637,0,0.93581657706437,0.914631297685639,0.482965867581789,0.472895599481437,0.0441385329367743,0,0.93581657706437,0.930834866849072,0.940542582010284
"122",5,0.1,0.15,35,0.2,0.849343279999999,0.849343280000001,2.9579572763344,3.78282282050494,0.59159145526688,0.756564564100989,0.59049,0.39159145526688,0.01791854473312,0,0.956243938528681,0.918750592709891,0.394215831241666,0.556564564100989,0.049219604657346,0,0.956243938528681,0.95204979950128,0.960169673944391
"123",5,0.1,0.15,35,0.3,1.016182355,1.016182355,2.99114986359635,4.15113129592085,0.59822997271927,0.83022625918417,0.59049,0.39822997271927,0.01128002728073,0,0.972454818488608,0.928311995264309,0.321105121554815,0.63022625918417,0.048668619261015,0,0.972454818488608,0.969056173642849,0.975574411281404
"124",5,0.1,0.15,35,0.4,1.17794048,1.17794048,3.01265790216,4.45201876161899,0.602531580432,0.890403752323799,0.59049,0.402531580432,0.006978419568,0,0.982959098512857,0.934238024220994,0.260998017181451,0.690403752323798,0.0485982304947506,0,0.982959098512857,0.980227093940897,0.985404349815474
"125",5,0.1,0.15,35,0.5,1.334721875,1.334721875,3.02673751609375,4.70272252886401,0.60534750321875,0.940544505772802,0.59049,0.40534750321875,0.00416249678125,0,0.98983542091463,0.939398614194474,0.21168235232302,0.740544505772802,0.0477731419041777,0,0.98983542091463,0.987670212668098,0.991707701244671
"126",6,0.001,0.15,35,0.1,0.008996400659937,0.00899640065993634,1.03304987574691,1.04707608129513,0.172174979291152,0.174512680215855,0.994014980014994,0.00550831262448467,0.000476707360521333,0,0.920349913331015,0.875402965880825,0.991037255007135,0.00784601354918788,0.00111673144367752,0,0.920349913331015,0.914869965859497,0.925583545239356
"127",6,0.001,0.15,35,0.2,0.011991602879472,0.0119916028794711,1.03428083660188,1.06342140378805,0.172380139433647,0.177236900631341,0.994014980014994,0.00571347276698081,0.000271547218025184,0,0.954628853586875,0.885884191456733,0.988068153753491,0.0105702339646747,0.00136161228183433,0,0.954628853586875,0.950365394541648,0.958624932672912
"128",6,0.001,0.15,35,0.3,0.0149856070181372,0.0149856070181367,1.03491679581021,1.0788210931418,0.172486132635036,0.179803515523634,0.994014980014994,0.00581946596836895,0.000165554016637048,0,0.972338602535697,0.882120735994541,0.985107652137713,0.0131368488569671,0.00175549900531964,0,0.972338602535697,0.96893343508233,0.975464797916875
